"STRid","correlation"
"VIVAX_STR_188",0.000900005510891701
"VIVAX_STR_189",0.0205546418802637
"VIVAX_STR_190",0.021680152793545
"VIVAX_STR_191",0.0114227634695362
"VIVAX_STR_192",-Inf
"VIVAX_STR_193",0.0140725083427627
"VIVAX_STR_194",-Inf
"VIVAX_STR_196",-Inf
"VIVAX_STR_197",-Inf
"VIVAX_STR_198",0.0178744976937748
"VIVAX_STR_199",0.0155290891701787
"VIVAX_STR_200",0.0121849707097285
"VIVAX_STR_201",-Inf
"VIVAX_STR_204",0.0244515038099348
"VIVAX_STR_205",0.00886519512755892
"VIVAX_STR_206",-Inf
"VIVAX_STR_207",0.00139933296146904
"VIVAX_STR_208",0.00373448745263616
"VIVAX_STR_209",0.0018786386925311
"VIVAX_STR_210",0.00761449157976444
"VIVAX_STR_212",-Inf
"VIVAX_STR_214",-Inf
"VIVAX_STR_215",0.0119465565202374
"VIVAX_STR_216",-Inf
"VIVAX_STR_217",0.026132655678639
"VIVAX_STR_219",0.0455231918793176
"VIVAX_STR_220",0.0135766651974134
"VIVAX_STR_221",0.0189906694296967
"VIVAX_STR_222",0.0108606332258562
"VIVAX_STR_224",-Inf
"VIVAX_STR_225",0.00425503725554779
"VIVAX_STR_226",0.00361747230635158
"VIVAX_STR_227",-Inf
"VIVAX_STR_228",0.0211394512808875
"VIVAX_STR_230",-Inf
"VIVAX_STR_231",-Inf
"VIVAX_STR_232",0.0257786386592172
"VIVAX_STR_233",-Inf
"VIVAX_STR_234",-Inf
"VIVAX_STR_235",0.0226266040679639
"VIVAX_STR_236",-Inf
"VIVAX_STR_237",-Inf
"VIVAX_STR_238",0.012759650539559
"VIVAX_STR_240",0.00613632680184455
"VIVAX_STR_241",0.0063588815135384
"VIVAX_STR_242",-Inf
"VIVAX_STR_243",0.0123001018589254
"VIVAX_STR_244",0.0118009148966796
"VIVAX_STR_245",-Inf
"VIVAX_STR_246",0.00157359214499065
"VIVAX_STR_247",0.0156748288916656
"VIVAX_STR_248",0.00757507052404977
"VIVAX_STR_249",-Inf
"VIVAX_STR_250",0.00822100442909691
"VIVAX_STR_251",0.0346688379493809
"VIVAX_STR_253",0.00550766301111998
"VIVAX_STR_256",0.0135218721515617
"VIVAX_STR_257",0.010454731229457
"VIVAX_STR_258",0.00953170121668902
"VIVAX_STR_259",-Inf
"VIVAX_STR_261",0.0170338778466243
"VIVAX_STR_262",0.0139438319787559
"VIVAX_STR_263",-Inf
"VIVAX_STR_264",0.0185825594140588
"VIVAX_STR_265",-Inf
"VIVAX_STR_267",0.025650575549872
"VIVAX_STR_270",-Inf
"VIVAX_STR_273",0.00623410082667635
"VIVAX_STR_274",0.0420501946161124
"VIVAX_STR_275",0.0108899284061457
"VIVAX_STR_276",-Inf
"VIVAX_STR_277",0.0185366291714694
"VIVAX_STR_278",-Inf
"VIVAX_STR_279",0.00506452581032413
"VIVAX_STR_280",0.00700804268209122
"VIVAX_STR_282",-Inf
"VIVAX_STR_283",-Inf
"VIVAX_STR_285",0.0017598776856844
"VIVAX_STR_286",-Inf
"VIVAX_STR_287",0.00383359224362506
"VIVAX_STR_288",0.0100036009514284
"VIVAX_STR_289",0.00288973596714216
"VIVAX_STR_291",-Inf
"VIVAX_STR_292",0.0003828022929938
"VIVAX_STR_293",-Inf
"VIVAX_STR_294",0.0175322508123543
"VIVAX_STR_295",0.00961384553821528
"VIVAX_STR_297",-Inf
"VIVAX_STR_298",0.0130600516460385
"VIVAX_STR_299",-Inf
"VIVAX_STR_300",0.0054797967091028
"VIVAX_STR_301",0.0106488524103829
"VIVAX_STR_302",0.00207351925343013
"VIVAX_STR_305",0.00301215000963188
"VIVAX_STR_306",0.0101319790170069
"VIVAX_STR_310",0.00431862974452301
"VIVAX_STR_311",0.0124094145708373
"VIVAX_STR_313",0.0147135711163939
"VIVAX_STR_314",0.0120894027575524
"VIVAX_STR_320",-Inf
"VIVAX_STR_321",-Inf
"VIVAX_STR_322",-Inf
"VIVAX_STR_323",0.0138824395945751
"VIVAX_STR_324",-Inf
"VIVAX_STR_325",0.0171799781671111
"VIVAX_STR_326",0.0129651860744298
"VIVAX_STR_327",0.00800900805890196
"VIVAX_STR_328",0.00436121614247565
"VIVAX_STR_329",0.0142379879800088
"VIVAX_STR_330",0.00579246789582106
"VIVAX_STR_332",-Inf
"VIVAX_STR_333",0.0191738999610582
"VIVAX_STR_334",0.0142620630241156
"VIVAX_STR_335",0.00857061077977977
"VIVAX_STR_337",-Inf
"VIVAX_STR_338",0.00176069412071894
"VIVAX_STR_340",0.0178571428571429
"VIVAX_STR_342",0.0046239732769286
"VIVAX_STR_343",0.0141944715177405
"VIVAX_STR_344",0.0102769166012352
"VIVAX_STR_345",-Inf
"VIVAX_STR_346",-Inf
"VIVAX_STR_347",-Inf
"VIVAX_STR_348",0.0142477513460493
"VIVAX_STR_350",0.00788464003113582
"VIVAX_STR_351",0.000882205416276118
"VIVAX_STR_353",0.00302042972877774
"VIVAX_STR_355",0.0338752651304567
"VIVAX_STR_356",0.00199642449735078
"VIVAX_STR_357",-Inf
"VIVAX_STR_358",-Inf
"VIVAX_STR_359",0.00196081876844172
"VIVAX_STR_360",0.0185619333988961
"VIVAX_STR_361",-Inf
"VIVAX_STR_362",-Inf
"VIVAX_STR_363",0.00186087874592449
"VIVAX_STR_364",0.00603524583568037
"VIVAX_STR_365",0.00268708813902501
"VIVAX_STR_366",-Inf
"VIVAX_STR_367",-Inf
"VIVAX_STR_368",-Inf
"VIVAX_STR_369",-Inf
"VIVAX_STR_370",-Inf
"VIVAX_STR_373",-Inf
"VIVAX_STR_374",0.00500626062929257
"VIVAX_STR_375",0.0188531423770379
"VIVAX_STR_376",-Inf
"VIVAX_STR_379",0.0196185472039305
"VIVAX_STR_380",0.00531500025159764
"VIVAX_STR_381",-Inf
"VIVAX_STR_382",0.00221150177949691
