"STRid","correlation"
"VIVAX_STR_188",0.0169491959865329
"VIVAX_STR_189",0.017887779265621
"VIVAX_STR_190",0.0244687138557982
"VIVAX_STR_191",0.0141828761119711
"VIVAX_STR_192",-Inf
"VIVAX_STR_193",0.00996003048565119
"VIVAX_STR_194",-Inf
"VIVAX_STR_196",-Inf
"VIVAX_STR_197",-Inf
"VIVAX_STR_198",0.0111472620508765
"VIVAX_STR_199",0.0111948756032794
"VIVAX_STR_200",0.0137186538711417
"VIVAX_STR_201",-Inf
"VIVAX_STR_204",0.0115571560976645
"VIVAX_STR_205",0.0106156463494813
"VIVAX_STR_206",-Inf
"VIVAX_STR_207",0.00898165469794967
"VIVAX_STR_208",0.00449071489843856
"VIVAX_STR_209",0.0152344285920963
"VIVAX_STR_210",0.0291890250075934
"VIVAX_STR_212",-Inf
"VIVAX_STR_214",-Inf
"VIVAX_STR_215",0.016911293099589
"VIVAX_STR_216",-Inf
"VIVAX_STR_217",0.00821894927730751
"VIVAX_STR_219",0.0066599262854726
"VIVAX_STR_220",0.0258423241954549
"VIVAX_STR_221",0.0159144633213041
"VIVAX_STR_222",0.0114048887440937
"VIVAX_STR_224",-Inf
"VIVAX_STR_225",0.0117009008589272
"VIVAX_STR_226",0.0252475456666935
"VIVAX_STR_227",-Inf
"VIVAX_STR_228",0.0305269266387132
"VIVAX_STR_230",-Inf
"VIVAX_STR_231",-Inf
"VIVAX_STR_232",0.0157936940834603
"VIVAX_STR_233",-Inf
"VIVAX_STR_234",-Inf
"VIVAX_STR_235",0.0117070048950984
"VIVAX_STR_236",-Inf
"VIVAX_STR_237",-Inf
"VIVAX_STR_238",0.0302102038881823
"VIVAX_STR_240",0.0179633976081067
"VIVAX_STR_241",0.0156104249114957
"VIVAX_STR_242",-Inf
"VIVAX_STR_243",0.0121237585943468
"VIVAX_STR_244",0.0098109532023962
"VIVAX_STR_245",-Inf
"VIVAX_STR_246",0.0107285958280381
"VIVAX_STR_247",0.0149195277969452
"VIVAX_STR_248",0.015218302363212
"VIVAX_STR_249",-Inf
"VIVAX_STR_250",0.0451970739600797
"VIVAX_STR_251",0.000906220476356223
"VIVAX_STR_253",0.0115894134898079
"VIVAX_STR_256",0.0165392523325689
"VIVAX_STR_257",0.00759023320861656
"VIVAX_STR_258",0.0130600516460385
"VIVAX_STR_259",-Inf
"VIVAX_STR_261",0.00703951074273759
"VIVAX_STR_262",0.0166307234248008
"VIVAX_STR_263",-Inf
"VIVAX_STR_264",0.0102984085444087
"VIVAX_STR_265",-Inf
"VIVAX_STR_267",0.0197288421169995
"VIVAX_STR_270",-Inf
"VIVAX_STR_273",0.0066143661549627
"VIVAX_STR_274",0.00453381470131397
"VIVAX_STR_275",0.0258311615116416
"VIVAX_STR_276",-Inf
"VIVAX_STR_277",0.00322253174969416
"VIVAX_STR_278",-Inf
"VIVAX_STR_279",0.0129651860744298
"VIVAX_STR_280",0.0202827209709001
"VIVAX_STR_282",-Inf
"VIVAX_STR_283",-Inf
"VIVAX_STR_285",0.0128647300233363
"VIVAX_STR_286",-Inf
"VIVAX_STR_287",0.0111948756032794
"VIVAX_STR_288",0.00891930771860599
"VIVAX_STR_289",0.0123228685437155
"VIVAX_STR_291",-Inf
"VIVAX_STR_292",0.0229082221521842
"VIVAX_STR_293",-Inf
"VIVAX_STR_294",0.0104586267156783
"VIVAX_STR_295",0.0152160864345738
"VIVAX_STR_297",-Inf
"VIVAX_STR_298",0.0163592884111445
"VIVAX_STR_299",-Inf
"VIVAX_STR_300",0.0149461581039601
"VIVAX_STR_301",0.00323036387813716
"VIVAX_STR_302",0.00667089124390258
"VIVAX_STR_305",0.016290697726511
"VIVAX_STR_306",0.0159743774552154
"VIVAX_STR_310",0.0380229419485251
"VIVAX_STR_311",0.0151594233399979
"VIVAX_STR_313",0.0258999797178447
"VIVAX_STR_314",0.00514094580207972
"VIVAX_STR_320",-Inf
"VIVAX_STR_321",-Inf
"VIVAX_STR_322",-Inf
"VIVAX_STR_323",0.0165392523325689
"VIVAX_STR_324",-Inf
"VIVAX_STR_325",0.0171799781671111
"VIVAX_STR_326",0.0168167266906763
"VIVAX_STR_327",0.013568960550521
"VIVAX_STR_328",0.0279027288838667
"VIVAX_STR_329",0.00686242188195346
"VIVAX_STR_330",0.0339267909261525
"VIVAX_STR_332",-Inf
"VIVAX_STR_333",0.0137323160156427
"VIVAX_STR_334",0.0119911087240003
"VIVAX_STR_335",0.00994674096169498
"VIVAX_STR_337",-Inf
"VIVAX_STR_338",0.0178510872430369
"VIVAX_STR_340",0.0174294423822657
"VIVAX_STR_342",0.0148950430333351
"VIVAX_STR_343",0.0174294423822657
"VIVAX_STR_344",0.00836456503614244
"VIVAX_STR_345",-Inf
"VIVAX_STR_346",-Inf
"VIVAX_STR_347",-Inf
"VIVAX_STR_348",0.0114580979711558
"VIVAX_STR_350",0.008090907204336
"VIVAX_STR_351",0.0135946718529683
"VIVAX_STR_353",0.0206108790821718
"VIVAX_STR_355",0.00668354214653453
"VIVAX_STR_356",0.0247760511492337
"VIVAX_STR_357",-Inf
"VIVAX_STR_358",-Inf
"VIVAX_STR_359",0.00766808179390045
"VIVAX_STR_360",0.00681135475304774
"VIVAX_STR_361",-Inf
"VIVAX_STR_362",-Inf
"VIVAX_STR_363",0.0143595702537448
"VIVAX_STR_364",0.0174418604651163
"VIVAX_STR_365",0.0128175906710285
"VIVAX_STR_366",-Inf
"VIVAX_STR_367",-Inf
"VIVAX_STR_368",-Inf
"VIVAX_STR_369",-Inf
"VIVAX_STR_370",-Inf
"VIVAX_STR_373",-Inf
"VIVAX_STR_374",0.041986586745921
"VIVAX_STR_375",0.0319915238061728
"VIVAX_STR_376",-Inf
"VIVAX_STR_379",0.0213615939309338
"VIVAX_STR_380",0.0334234891561415
"VIVAX_STR_381",-Inf
"VIVAX_STR_382",0.0121693443628339
"VIVAX_STR_383",0.00873702652270905
"VIVAX_STR_384",-Inf
"VIVAX_STR_385",0.0129015499927479
"VIVAX_STR_386",0.0400212401441369
"VIVAX_STR_389",-Inf
"VIVAX_STR_390",0.0058243875584916
"VIVAX_STR_393",0.00601199195082777
"VIVAX_STR_395",0.0156748288916656
"VIVAX_STR_396",-Inf
"VIVAX_STR_397",-Inf
"VIVAX_STR_399",-Inf
"VIVAX_STR_400",-Inf
"VIVAX_STR_403",0.0389506915072306
"VIVAX_STR_405",0.0181456780087308
"VIVAX_STR_406",-Inf
"VIVAX_STR_407",-Inf
"VIVAX_STR_409",-Inf
"VIVAX_STR_410",-Inf
"VIVAX_STR_411",-Inf
"VIVAX_STR_412",-Inf
"VIVAX_STR_416",0.0143131890238996
