"STRid","correlation"
"VIVAX_STR_188",0.0141296700001153
"VIVAX_STR_189",0.00808152664990369
"VIVAX_STR_190",0.0244766873673887
"VIVAX_STR_191",0.0117514593163126
"VIVAX_STR_192",-Inf
"VIVAX_STR_193",0.0140116371569866
"VIVAX_STR_194",-Inf
"VIVAX_STR_196",-Inf
"VIVAX_STR_197",-Inf
"VIVAX_STR_198",0.0141704924837455
"VIVAX_STR_199",0.0175438596491228
"VIVAX_STR_200",0.0137186538711417
"VIVAX_STR_201",-Inf
"VIVAX_STR_204",0.0205460552847369
"VIVAX_STR_205",0.0139174746437406
"VIVAX_STR_206",-Inf
"VIVAX_STR_207",0.0148771120551196
"VIVAX_STR_208",0.0038895084483852
"VIVAX_STR_209",0.020161361302039
"VIVAX_STR_210",0.0386385879653066
"VIVAX_STR_212",-Inf
"VIVAX_STR_214",-Inf
"VIVAX_STR_215",0.016911293099589
"VIVAX_STR_216",-Inf
"VIVAX_STR_217",0.0186414693653549
"VIVAX_STR_219",0.00740166361201184
"VIVAX_STR_220",0.0106735063742471
"VIVAX_STR_221",0.0124486695449894
"VIVAX_STR_222",0.00568090991103273
"VIVAX_STR_224",-Inf
"VIVAX_STR_225",0.0189914400543718
"VIVAX_STR_226",0.0136180560400718
"VIVAX_STR_227",-Inf
"VIVAX_STR_228",0.0240295345559467
"VIVAX_STR_230",-Inf
"VIVAX_STR_231",-Inf
"VIVAX_STR_232",0.0272347764098484
"VIVAX_STR_233",-Inf
"VIVAX_STR_234",-Inf
"VIVAX_STR_235",0.0119999209403445
"VIVAX_STR_236",-Inf
"VIVAX_STR_237",-Inf
"VIVAX_STR_238",0.0207275151584342
"VIVAX_STR_240",0.0128096259996785
"VIVAX_STR_241",0.00430138530925959
"VIVAX_STR_242",-Inf
"VIVAX_STR_243",0.0126566080977846
"VIVAX_STR_244",0.0244760953358304
"VIVAX_STR_245",-Inf
"VIVAX_STR_246",0.021156072171541
"VIVAX_STR_247",0.0138215437981388
"VIVAX_STR_248",0.0110667627671203
"VIVAX_STR_249",-Inf
"VIVAX_STR_250",0.0356570494373963
"VIVAX_STR_251",0.0197354681517577
"VIVAX_STR_253",0.00678672939515833
"VIVAX_STR_256",0.00868267752164443
"VIVAX_STR_257",0.00548020837815369
"VIVAX_STR_258",0.0123772929265929
"VIVAX_STR_259",-Inf
"VIVAX_STR_261",0.0170338778466243
"VIVAX_STR_262",0.0166307234248008
"VIVAX_STR_263",-Inf
"VIVAX_STR_264",0.00979242253018497
"VIVAX_STR_265",-Inf
"VIVAX_STR_267",0.00568040427402009
"VIVAX_STR_270",-Inf
"VIVAX_STR_273",0.0238562646802358
"VIVAX_STR_274",0.0049195037991688
"VIVAX_STR_275",0.00697962113422227
"VIVAX_STR_276",-Inf
"VIVAX_STR_277",0.0186891360751769
"VIVAX_STR_278",-Inf
"VIVAX_STR_279",0.0172293917567027
"VIVAX_STR_280",0.0118969740261306
"VIVAX_STR_282",-Inf
"VIVAX_STR_283",-Inf
"VIVAX_STR_285",0.0166307234248008
"VIVAX_STR_286",-Inf
"VIVAX_STR_287",0.0118681037877071
"VIVAX_STR_288",0.0285677504133807
"VIVAX_STR_289",0.0204218091560546
"VIVAX_STR_291",-Inf
"VIVAX_STR_292",0.0221629715671904
"VIVAX_STR_293",-Inf
"VIVAX_STR_294",0.000613031970370508
"VIVAX_STR_295",0.0144457783113245
"VIVAX_STR_297",-Inf
"VIVAX_STR_298",0.0110667627671203
"VIVAX_STR_299",-Inf
"VIVAX_STR_300",0.012081718915111
"VIVAX_STR_301",0.0306825464998046
"VIVAX_STR_302",0.0143960434738021
"VIVAX_STR_305",0.0147023546981761
"VIVAX_STR_306",0.0134083044156886
"VIVAX_STR_310",0.0213415572623048
"VIVAX_STR_311",0.0262669683257919
"VIVAX_STR_313",0.0217740622946733
"VIVAX_STR_314",0.0121166969979567
"VIVAX_STR_320",-Inf
"VIVAX_STR_321",-Inf
"VIVAX_STR_322",-Inf
"VIVAX_STR_323",0.0153721524512359
"VIVAX_STR_324",-Inf
"VIVAX_STR_325",0.0227205211260044
"VIVAX_STR_326",0.0144457783113245
"VIVAX_STR_327",0.0304028389052684
"VIVAX_STR_328",0.0170368116823852
"VIVAX_STR_329",0.00889148773470445
"VIVAX_STR_330",0.0313650501624996
"VIVAX_STR_332",-Inf
"VIVAX_STR_333",0.023847431862695
"VIVAX_STR_334",0.0233131910586574
"VIVAX_STR_335",0.0240840783538123
"VIVAX_STR_337",-Inf
"VIVAX_STR_338",0.0264541696510632
"VIVAX_STR_340",0.014580698007175
"VIVAX_STR_342",0.028263251062041
"VIVAX_STR_343",0.00700910353980466
"VIVAX_STR_344",0.0276847797051943
"VIVAX_STR_345",-Inf
"VIVAX_STR_346",-Inf
"VIVAX_STR_347",-Inf
"VIVAX_STR_348",0.0165392523325689
"VIVAX_STR_350",0.00383483590938933
"VIVAX_STR_351",0.0149522849101449
"VIVAX_STR_353",0.0187238967443265
