"STRid","correlation"
"VIVAX_STR_188",0.0251194133335384
"VIVAX_STR_189",0.0083255990825489
"VIVAX_STR_190",0.00172063325823748
"VIVAX_STR_191",0.0164487793961321
"VIVAX_STR_192",-Inf
"VIVAX_STR_193",0.0110469144020088
"VIVAX_STR_194",-Inf
"VIVAX_STR_196",-Inf
"VIVAX_STR_197",-Inf
"VIVAX_STR_198",0.00264652312845084
"VIVAX_STR_199",0.004231632265075
"VIVAX_STR_200",0.00199449814833793
"VIVAX_STR_201",-Inf
"VIVAX_STR_204",0.00577798845817326
"VIVAX_STR_205",0.0114802473239071
"VIVAX_STR_206",-Inf
"VIVAX_STR_207",0.00154006570997531
"VIVAX_STR_208",0.0135907656475764
"VIVAX_STR_209",0.00296406806200647
"VIVAX_STR_210",0.00487327461104924
"VIVAX_STR_212",-Inf
"VIVAX_STR_214",-Inf
"VIVAX_STR_215",0.00268923231381548
"VIVAX_STR_216",-Inf
"VIVAX_STR_217",0.00190888646301234
"VIVAX_STR_219",0.0384768081206824
"VIVAX_STR_220",0.00158947623126557
"VIVAX_STR_221",0.0163396511516151
"VIVAX_STR_222",0.0160313547150974
"VIVAX_STR_224",-Inf
"VIVAX_STR_225",0.0159156998843137
"VIVAX_STR_226",0.0103448126052763
"VIVAX_STR_227",-Inf
"VIVAX_STR_228",0.00332912846536426
"VIVAX_STR_230",-Inf
"VIVAX_STR_231",-Inf
"VIVAX_STR_232",0.00505667836177302
"VIVAX_STR_233",-Inf
"VIVAX_STR_234",-Inf
"VIVAX_STR_235",0.0265069529672662
"VIVAX_STR_236",-Inf
"VIVAX_STR_237",-Inf
"VIVAX_STR_238",0.000947227098572911
"VIVAX_STR_240",0.0136632151214722
"VIVAX_STR_241",0.00508126995643283
"VIVAX_STR_242",-Inf
"VIVAX_STR_243",0.00165584415584416
"VIVAX_STR_244",0.0203569832641745
"VIVAX_STR_245",-Inf
"VIVAX_STR_246",0.00102113502618606
"VIVAX_STR_247",0.00493276887786502
"VIVAX_STR_248",0.00394591008243319
"VIVAX_STR_249",-Inf
"VIVAX_STR_250",0.000101493881840703
"VIVAX_STR_251",0.00240664313062503
"VIVAX_STR_253",0.000186520809348961
"VIVAX_STR_256",0.0149926077743797
"VIVAX_STR_257",0.0600217134839472
"VIVAX_STR_258",0.00516937704949332
"VIVAX_STR_259",-Inf
"VIVAX_STR_261",0.0048885491269011
"VIVAX_STR_262",0.00139052064054076
"VIVAX_STR_263",-Inf
"VIVAX_STR_264",0.00215751416845808
"VIVAX_STR_265",-Inf
"VIVAX_STR_267",0.0148951070879804
"VIVAX_STR_270",-Inf
"VIVAX_STR_273",0.000159127913660451
"VIVAX_STR_274",0.00353156947772661
"VIVAX_STR_275",0.00397574719423854
"VIVAX_STR_276",-Inf
"VIVAX_STR_277",0.0128768871191412
"VIVAX_STR_278",-Inf
"VIVAX_STR_279",0.00552470988395358
"VIVAX_STR_280",0.00762694854724682
"VIVAX_STR_282",-Inf
"VIVAX_STR_283",-Inf
"VIVAX_STR_285",0.0135793031302808
"VIVAX_STR_286",-Inf
"VIVAX_STR_287",0.00990738812649073
"VIVAX_STR_288",0.00166251008782557
"VIVAX_STR_289",0.0153056407788602
"VIVAX_STR_291",-Inf
"VIVAX_STR_292",0.00634590440006787
"VIVAX_STR_293",-Inf
"VIVAX_STR_294",0.00167338027450853
"VIVAX_STR_295",0.00462434973989596
"VIVAX_STR_297",-Inf
"VIVAX_STR_298",0.0104389913270932
"VIVAX_STR_299",-Inf
"VIVAX_STR_300",0.000917073416192824
"VIVAX_STR_301",0.0102192338693093
"VIVAX_STR_302",0.0135418726551178
"VIVAX_STR_305",0.0479146074206572
"VIVAX_STR_306",0.00339603728824886
"VIVAX_STR_310",0.00964773224899326
"VIVAX_STR_311",0.00329176751201375
"VIVAX_STR_313",0.00269250571063223
"VIVAX_STR_314",0.0144990061191513
"VIVAX_STR_320",-Inf
"VIVAX_STR_321",-Inf
"VIVAX_STR_322",-Inf
"VIVAX_STR_323",0.0044887088423828
"VIVAX_STR_324",-Inf
"VIVAX_STR_325",0.00230975262024493
"VIVAX_STR_326",0.0152160864345738
"VIVAX_STR_327",0.00534665920275423
"VIVAX_STR_328",0.0297492285627363
"VIVAX_STR_329",0.00246198111832665
"VIVAX_STR_330",0.00510002846110751
"VIVAX_STR_332",-Inf
"VIVAX_STR_333",0.00424114570297729
"VIVAX_STR_334",0.0119360023804108
"VIVAX_STR_335",0.000125011826118751
"VIVAX_STR_337",-Inf
"VIVAX_STR_338",0.00566447549192747
"VIVAX_STR_340",0.0178571428571429
"VIVAX_STR_342",0.00248372552647254
"VIVAX_STR_343",0.0081289011467557
"VIVAX_STR_344",0.00256922915030881
"VIVAX_STR_345",-Inf
"VIVAX_STR_346",-Inf
"VIVAX_STR_347",-Inf
"VIVAX_STR_348",0.00897208033774732
"VIVAX_STR_350",0.00189293519909058
"VIVAX_STR_351",0.0133322503812911
"VIVAX_STR_353",0.028683389523474
"VIVAX_STR_355",0.00338623898817786
"VIVAX_STR_356",0.00573479567640469
"VIVAX_STR_357",-Inf
"VIVAX_STR_358",-Inf
"VIVAX_STR_359",0.00204588048248783
"VIVAX_STR_360",0.00615607864705957
"VIVAX_STR_361",-Inf
"VIVAX_STR_362",-Inf
"VIVAX_STR_363",0.0232231991495245
"VIVAX_STR_364",0.00627906976744186
"VIVAX_STR_365",0.00190153386489332
"VIVAX_STR_366",-Inf
"VIVAX_STR_367",-Inf
"VIVAX_STR_368",-Inf
"VIVAX_STR_369",-Inf
"VIVAX_STR_370",-Inf
"VIVAX_STR_373",-Inf
"VIVAX_STR_374",0.0135965232681382
"VIVAX_STR_375",0.00140070701764778
"VIVAX_STR_376",-Inf
"VIVAX_STR_379",0.000535523292296327
"VIVAX_STR_380",0.000724601217732602
"VIVAX_STR_381",-Inf
"VIVAX_STR_382",0.00362544125245677
"VIVAX_STR_383",0.0334593652559532
"VIVAX_STR_384",-Inf
"VIVAX_STR_385",0.000135123019907187
"VIVAX_STR_386",0.00199893840224761
"VIVAX_STR_389",-Inf
"VIVAX_STR_390",0.0054262592898431
"VIVAX_STR_393",0.00163329505613155
"VIVAX_STR_395",0.0152948471680871
"VIVAX_STR_396",-Inf
"VIVAX_STR_397",-Inf
"VIVAX_STR_399",-Inf
"VIVAX_STR_400",-Inf
"VIVAX_STR_403",0.00154225525783284
"VIVAX_STR_405",0.023618996491689
"VIVAX_STR_406",-Inf
"VIVAX_STR_407",-Inf
"VIVAX_STR_409",-Inf
"VIVAX_STR_410",-Inf
"VIVAX_STR_411",-Inf
"VIVAX_STR_412",-Inf
"VIVAX_STR_416",0.00533274322040718
"VIVAX_STR_418",-Inf
"VIVAX_STR_419",-Inf
"VIVAX_STR_420",-Inf
"VIVAX_STR_423",-Inf
"VIVAX_STR_425",0.00334686972815112
"VIVAX_STR_427",0.00166222812229337
"VIVAX_STR_428",-Inf
"VIVAX_STR_429",-Inf
"VIVAX_STR_430",0.00534822331183417
"VIVAX_STR_431",0.00868246319095321
"VIVAX_STR_437",-Inf
"VIVAX_STR_438",-Inf
"VIVAX_STR_439",0.00545519970252509
"VIVAX_STR_440",-Inf
"VIVAX_STR_441",-Inf
"VIVAX_STR_442",0.0389027055909069
"VIVAX_STR_443",-Inf
"VIVAX_STR_444",-Inf
"VIVAX_STR_445",-Inf
"VIVAX_STR_447",0.011696396349951
"VIVAX_STR_450",0.00913313783388843
"VIVAX_STR_452",0.00291090611518993
"VIVAX_STR_453",-Inf
"VIVAX_STR_454",0.00757994634963909
"VIVAX_STR_456",0.0203001997693874
"VIVAX_STR_457",0.00642745177771511
