"STRid","correlation"
"VIVAX_STR_188",0.0233572095920274
"VIVAX_STR_189",0.00386487117478797
"VIVAX_STR_190",0.0260933814643771
"VIVAX_STR_191",0.0149195277969452
"VIVAX_STR_192",-Inf
"VIVAX_STR_193",0.00667458926232468
"VIVAX_STR_194",-Inf
"VIVAX_STR_196",-Inf
"VIVAX_STR_197",-Inf
"VIVAX_STR_198",0.0127145648229986
"VIVAX_STR_199",0.00756828874118
"VIVAX_STR_200",0.0179504833350414
"VIVAX_STR_201",-Inf
"VIVAX_STR_204",0.00161429922433453
"VIVAX_STR_205",0.0103068279519052
"VIVAX_STR_206",-Inf
"VIVAX_STR_207",0.0116508168820774
"VIVAX_STR_208",0.0258455435464056
"VIVAX_STR_209",0.013746555119391
"VIVAX_STR_210",0.00668303465964699
"VIVAX_STR_212",-Inf
"VIVAX_STR_214",-Inf
"VIVAX_STR_215",0.00931906516131893
"VIVAX_STR_216",-Inf
"VIVAX_STR_217",0.0279282020079099
"VIVAX_STR_219",0.0304586010352259
"VIVAX_STR_220",0.0166287272023484
"VIVAX_STR_221",0.0116031661034369
"VIVAX_STR_222",0.00415639241172531
"VIVAX_STR_224",-Inf
"VIVAX_STR_225",0.0278140019246817
"VIVAX_STR_226",0.00579934314859847
"VIVAX_STR_227",-Inf
"VIVAX_STR_228",0.0109421341578848
"VIVAX_STR_230",-Inf
"VIVAX_STR_231",-Inf
"VIVAX_STR_232",0.015347251850025
"VIVAX_STR_233",-Inf
"VIVAX_STR_234",-Inf
"VIVAX_STR_235",0.00932231763222949
"VIVAX_STR_236",-Inf
"VIVAX_STR_237",-Inf
"VIVAX_STR_238",0.0155717751242776
"VIVAX_STR_240",0.0381763723415685
"VIVAX_STR_241",0.0497122652368069
"VIVAX_STR_242",-Inf
"VIVAX_STR_243",0.00562515915457092
"VIVAX_STR_244",0.0525164328327741
"VIVAX_STR_245",-Inf
"VIVAX_STR_246",0.0284230081188936
"VIVAX_STR_247",0.0114227634695362
"VIVAX_STR_248",0.0163592884111445
"VIVAX_STR_249",-Inf
"VIVAX_STR_250",0.0166154359449157
"VIVAX_STR_251",0.00835860971607578
"VIVAX_STR_253",0.0416847752110871
"VIVAX_STR_256",0.0165392523325689
"VIVAX_STR_257",0.00700314619996593
"VIVAX_STR_258",0.015218302363212
"VIVAX_STR_259",-Inf
"VIVAX_STR_261",0.0158388991711596
"VIVAX_STR_262",0.0146873742657118
"VIVAX_STR_263",-Inf
"VIVAX_STR_264",0.00244810563254624
"VIVAX_STR_265",-Inf
"VIVAX_STR_267",0.0160670939073006
"VIVAX_STR_270",-Inf
"VIVAX_STR_273",0.0223945825288612
"VIVAX_STR_274",0.0503757189034885
"VIVAX_STR_275",0.0227028163951368
"VIVAX_STR_276",-Inf
"VIVAX_STR_277",0.00942696855785591
"VIVAX_STR_278",-Inf
"VIVAX_STR_279",0.0119072629051621
"VIVAX_STR_280",0.0381495599905663
"VIVAX_STR_282",-Inf
"VIVAX_STR_283",-Inf
"VIVAX_STR_285",0.0143131890238996
"VIVAX_STR_286",-Inf
"VIVAX_STR_287",0.0171310774046562
"VIVAX_STR_288",0.0101435097556636
"VIVAX_STR_289",0.0176697553839545
"VIVAX_STR_291",-Inf
"VIVAX_STR_292",0.03892303233341
"VIVAX_STR_293",-Inf
"VIVAX_STR_294",0.0181070407127395
"VIVAX_STR_295",0.0144457783113245
"VIVAX_STR_297",-Inf
"VIVAX_STR_298",0.0123772929265929
"VIVAX_STR_299",-Inf
"VIVAX_STR_300",0.0302231671111558
"VIVAX_STR_301",0.0401749500796893
"VIVAX_STR_302",0.0388410597948597
"VIVAX_STR_305",0.0174510026720817
"VIVAX_STR_306",0.0120427869767975
"VIVAX_STR_310",0.0422642348732311
"VIVAX_STR_311",0.0223524150268336
"VIVAX_STR_313",0.00933708175794654
"VIVAX_STR_314",0.00766381771367
"VIVAX_STR_320",-Inf
"VIVAX_STR_321",-Inf
"VIVAX_STR_322",-Inf
"VIVAX_STR_323",0.0104902590451723
"VIVAX_STR_324",-Inf
"VIVAX_STR_325",0.0207877735822044
"VIVAX_STR_326",0.0144457783113245
"VIVAX_STR_327",0.0243718180371539
"VIVAX_STR_328",0.0103588692347439
"VIVAX_STR_329",0.0382160166071559
"VIVAX_STR_330",0.0129354342063411
"VIVAX_STR_332",-Inf
"VIVAX_STR_333",0.0120279001109996
"VIVAX_STR_334",0.0177678731944746
"VIVAX_STR_335",0.0238072521660549
"VIVAX_STR_337",-Inf
"VIVAX_STR_338",0.0215098530998198
"VIVAX_STR_340",0.0127014080418058
"VIVAX_STR_342",0.0228865311035783
"VIVAX_STR_343",0.0106173402733136
"VIVAX_STR_344",0.0195836942180202
"VIVAX_STR_345",-Inf
"VIVAX_STR_346",-Inf
"VIVAX_STR_347",-Inf
"VIVAX_STR_348",0.0157564414365529
"VIVAX_STR_350",0.0226328873752838
"VIVAX_STR_351",0.0109480213543342
"VIVAX_STR_353",0.00408720374377296
"VIVAX_STR_355",0.0416901227068325
"VIVAX_STR_356",0.010192597126572
"VIVAX_STR_357",-Inf
"VIVAX_STR_358",-Inf
"VIVAX_STR_359",0.0212106704812126
"VIVAX_STR_360",0.0130552883325046
"VIVAX_STR_361",-Inf
"VIVAX_STR_362",-Inf
"VIVAX_STR_363",0.0334237095612285
"VIVAX_STR_364",0.0111627906976744
"VIVAX_STR_365",0.00469612489477847
"VIVAX_STR_366",-Inf
"VIVAX_STR_367",-Inf
"VIVAX_STR_368",-Inf
"VIVAX_STR_369",-Inf
"VIVAX_STR_370",-Inf
"VIVAX_STR_373",-Inf
"VIVAX_STR_374",0.0321967439601268
"VIVAX_STR_375",0.00394096658604888
"VIVAX_STR_376",-Inf
"VIVAX_STR_379",0.0062675509970969
"VIVAX_STR_380",0.0106476123383485
"VIVAX_STR_381",-Inf
"VIVAX_STR_382",0.0152521960005988
"VIVAX_STR_383",0.0114252808315667
"VIVAX_STR_384",-Inf
"VIVAX_STR_385",0.0513585757511759
"VIVAX_STR_386",0.0385469411652097
"VIVAX_STR_389",-Inf
"VIVAX_STR_390",0.0143485824387558
"VIVAX_STR_393",0.0251992115261142
"VIVAX_STR_395",0.0164487793961321
"VIVAX_STR_396",-Inf
"VIVAX_STR_397",-Inf
"VIVAX_STR_399",-Inf
"VIVAX_STR_400",-Inf
"VIVAX_STR_403",0.0111056776836604
"VIVAX_STR_405",0.0041408972203568
