"STRid","correlation"
"VIVAX_STR_188",0.019075374900836
"VIVAX_STR_189",0.0161844860563001
"VIVAX_STR_190",0.0137327740403316
"VIVAX_STR_191",0.0134648738367431
"VIVAX_STR_192",-Inf
"VIVAX_STR_193",0.00740517218520807
"VIVAX_STR_194",-Inf
"VIVAX_STR_196",-Inf
"VIVAX_STR_197",-Inf
"VIVAX_STR_198",0.00854153173430282
"VIVAX_STR_199",0.0111948756032794
"VIVAX_STR_200",0.0161895878534187
"VIVAX_STR_201",-Inf
"VIVAX_STR_204",0.0081233800996644
"VIVAX_STR_205",0.00798785846097413
"VIVAX_STR_206",-Inf
"VIVAX_STR_207",0.0345021425576377
"VIVAX_STR_208",0.014050787377276
"VIVAX_STR_209",0.0298223204065953
"VIVAX_STR_210",0.00653369781647599
"VIVAX_STR_212",-Inf
"VIVAX_STR_214",-Inf
"VIVAX_STR_215",0.0105920745406399
"VIVAX_STR_216",-Inf
"VIVAX_STR_217",0.00601418541252826
"VIVAX_STR_219",0.0380920424563453
"VIVAX_STR_220",0.0206170793566525
"VIVAX_STR_221",0.00157533653337898
"VIVAX_STR_222",0.0138611801902041
"VIVAX_STR_224",-Inf
"VIVAX_STR_225",0.0138147254334527
"VIVAX_STR_226",0.00299554050162026
"VIVAX_STR_227",-Inf
"VIVAX_STR_228",0.0161433710387039
"VIVAX_STR_230",-Inf
"VIVAX_STR_231",-Inf
"VIVAX_STR_232",0.0138351088012926
"VIVAX_STR_233",-Inf
"VIVAX_STR_234",-Inf
"VIVAX_STR_235",0.0129384412470083
"VIVAX_STR_236",-Inf
"VIVAX_STR_237",-Inf
"VIVAX_STR_238",0.0190006597625691
"VIVAX_STR_240",0.0437745401215255
"VIVAX_STR_241",0.00616464718129924
"VIVAX_STR_242",-Inf
"VIVAX_STR_243",0.0154927425515661
"VIVAX_STR_244",0.00424963774350133
"VIVAX_STR_245",-Inf
"VIVAX_STR_246",0.0280526797205741
"VIVAX_STR_247",0.00984921952220212
"VIVAX_STR_248",0.0137611394586235
"VIVAX_STR_249",-Inf
"VIVAX_STR_250",0.0358524301645689
"VIVAX_STR_251",0.00509174083834717
"VIVAX_STR_253",0.0261891094150908
