"STRid","correlation"
"VIVAX_STR_188",0.0249403093532648
"VIVAX_STR_189",0.00725703468249448
"VIVAX_STR_190",0.0206971673368089
"VIVAX_STR_191",0.0164487793961321
"VIVAX_STR_192",-Inf
"VIVAX_STR_193",0.0147643649760784
"VIVAX_STR_194",-Inf
"VIVAX_STR_196",-Inf
"VIVAX_STR_197",-Inf
"VIVAX_STR_198",0.00595467703901439
"VIVAX_STR_199",0.0171310774046562
"VIVAX_STR_200",0.0166212912618165
"VIVAX_STR_201",-Inf
"VIVAX_STR_204",0.0184247080936647
"VIVAX_STR_205",0.01146886229751
"VIVAX_STR_206",-Inf
"VIVAX_STR_207",0.0242902494926401
"VIVAX_STR_208",0.0266325786772208
"VIVAX_STR_209",0.0488085575877505
"VIVAX_STR_210",0.00413418379399953
"VIVAX_STR_212",-Inf
"VIVAX_STR_214",-Inf
"VIVAX_STR_215",0.0173288401760063
"VIVAX_STR_216",-Inf
"VIVAX_STR_217",0.00802209536080937
"VIVAX_STR_219",0.00473706471168758
"VIVAX_STR_220",0.0289490831904519
"VIVAX_STR_221",0.0119581477373147
"VIVAX_STR_222",0.0140683855575582
"VIVAX_STR_224",-Inf
"VIVAX_STR_225",0.0121736474323402
"VIVAX_STR_226",0.0421924789384967
"VIVAX_STR_227",-Inf
"VIVAX_STR_228",0.00763919936800225
"VIVAX_STR_230",-Inf
"VIVAX_STR_231",-Inf
"VIVAX_STR_232",0.0315247822444003
"VIVAX_STR_233",-Inf
"VIVAX_STR_234",-Inf
"VIVAX_STR_235",0.0248044794893127
"VIVAX_STR_236",-Inf
"VIVAX_STR_237",-Inf
"VIVAX_STR_238",0.0107992135219273
"VIVAX_STR_240",0.038375140264249
"VIVAX_STR_241",0.0114216951441422
"VIVAX_STR_242",-Inf
"VIVAX_STR_243",0.0124777183600713
"VIVAX_STR_244",0.0244645274022028
"VIVAX_STR_245",-Inf
"VIVAX_STR_246",0.0111899885866002
"VIVAX_STR_247",0.0156748288916656
"VIVAX_STR_248",0.0141185567748433
"VIVAX_STR_249",-Inf
"VIVAX_STR_250",0.0158259056293738
"VIVAX_STR_251",0.00898140321217244
"VIVAX_STR_253",0.0160788267105873
"VIVAX_STR_256",0.0121270454641149
"VIVAX_STR_257",0.00891971135853349
"VIVAX_STR_258",0.0167487816403584
"VIVAX_STR_259",-Inf
"VIVAX_STR_261",0.00812102679649151
"VIVAX_STR_262",0.0132196024784743
"VIVAX_STR_263",-Inf
"VIVAX_STR_264",0.0158043520745002
"VIVAX_STR_265",-Inf
"VIVAX_STR_267",0.039481156978933
"VIVAX_STR_270",-Inf
"VIVAX_STR_273",0.0195603494272368
"VIVAX_STR_274",0.0277384554776829
"VIVAX_STR_275",0.0191710326359703
"VIVAX_STR_276",-Inf
"VIVAX_STR_277",0.0187796080190978
"VIVAX_STR_278",-Inf
"VIVAX_STR_279",0.014828431372549
"VIVAX_STR_280",0.0331758487616264
"VIVAX_STR_282",-Inf
"VIVAX_STR_283",-Inf
"VIVAX_STR_285",0.0125146857648668
"VIVAX_STR_286",-Inf
"VIVAX_STR_287",0.0159222151172897
"VIVAX_STR_288",0.0107128608617872
"VIVAX_STR_289",0.00690631492129214
"VIVAX_STR_291",-Inf
"VIVAX_STR_292",0.00582416185860758
"VIVAX_STR_293",-Inf
"VIVAX_STR_294",0.016966731716814
"VIVAX_STR_295",0.0105667266906763
"VIVAX_STR_297",-Inf
"VIVAX_STR_298",0.0078408423745722
"VIVAX_STR_299",-Inf
"VIVAX_STR_300",0.00707618376691994
"VIVAX_STR_301",0.014425824910861
"VIVAX_STR_302",0.0113404164336699
"VIVAX_STR_305",0.00367558867454403
"VIVAX_STR_306",0.0120427869767975
"VIVAX_STR_310",0.0165302872811895
"VIVAX_STR_311",0.0189836542846119
"VIVAX_STR_313",0.0137629651547982
"VIVAX_STR_314",0.013667347497925
"VIVAX_STR_320",-Inf
"VIVAX_STR_321",-Inf
"VIVAX_STR_322",-Inf
"VIVAX_STR_323",0.0146178074059841
"VIVAX_STR_324",-Inf
"VIVAX_STR_325",0.0119305403938271
"VIVAX_STR_326",0.0122549019607843
"VIVAX_STR_327",0.0316909655330355
"VIVAX_STR_328",0.0102013221879361
"VIVAX_STR_329",0.00964862226853118
"VIVAX_STR_330",0.00760664418788927
"VIVAX_STR_332",-Inf
"VIVAX_STR_333",0.00564035436946957
"VIVAX_STR_334",0.0130498363409773
"VIVAX_STR_335",0.00890504241701265
"VIVAX_STR_337",-Inf
"VIVAX_STR_338",0.0096382410164453
"VIVAX_STR_340",0.0174294423822657
"VIVAX_STR_342",0.0159959773704026
"VIVAX_STR_343",0.0174294423822657
"VIVAX_STR_344",0.0144258088538842
"VIVAX_STR_345",-Inf
"VIVAX_STR_346",-Inf
"VIVAX_STR_347",-Inf
"VIVAX_STR_348",0.0104902590451723
"VIVAX_STR_350",0.00656050010405253
"VIVAX_STR_351",0.0263117581827483
"VIVAX_STR_353",0.0271838675589996
"VIVAX_STR_355",0.0245451285633422
"VIVAX_STR_356",0.0131469533563154
"VIVAX_STR_357",-Inf
"VIVAX_STR_358",-Inf
"VIVAX_STR_359",0.00350269952668823
"VIVAX_STR_360",0.0117977408745439
"VIVAX_STR_361",-Inf
"VIVAX_STR_362",-Inf
"VIVAX_STR_363",0.00169660773895592
"VIVAX_STR_364",0.0125146857648668
"VIVAX_STR_365",0.0343429026899394
"VIVAX_STR_366",-Inf
"VIVAX_STR_367",-Inf
"VIVAX_STR_368",-Inf
"VIVAX_STR_369",-Inf
"VIVAX_STR_370",-Inf
"VIVAX_STR_373",-Inf
"VIVAX_STR_374",0.00925957965993953
"VIVAX_STR_375",0.0052647710245151
"VIVAX_STR_376",-Inf
"VIVAX_STR_379",0.0169839506191154
"VIVAX_STR_380",0.0157802042972878
"VIVAX_STR_381",-Inf
"VIVAX_STR_382",0.0148210603580242
"VIVAX_STR_383",0.0146895896351795
"VIVAX_STR_384",-Inf
"VIVAX_STR_385",0.0180350725006085
"VIVAX_STR_386",0.00800959491894961
"VIVAX_STR_389",-Inf
"VIVAX_STR_390",0.0232975502339664
"VIVAX_STR_393",0.0208184703199743
"VIVAX_STR_395",0.0127655209712613
"VIVAX_STR_396",-Inf
"VIVAX_STR_397",-Inf
"VIVAX_STR_399",-Inf
"VIVAX_STR_400",-Inf
"VIVAX_STR_403",0.0168467914303212
"VIVAX_STR_405",0.00794595150751164
"VIVAX_STR_406",-Inf
"VIVAX_STR_407",-Inf
"VIVAX_STR_409",-Inf
"VIVAX_STR_410",-Inf
"VIVAX_STR_411",-Inf
"VIVAX_STR_412",-Inf
"VIVAX_STR_416",0.0143131890238996
"VIVAX_STR_418",-Inf
"VIVAX_STR_419",-Inf
"VIVAX_STR_420",-Inf
"VIVAX_STR_423",-Inf
"VIVAX_STR_425",0.0224620229304956
"VIVAX_STR_427",0.0126324480528416
"VIVAX_STR_428",-Inf
"VIVAX_STR_429",-Inf
"VIVAX_STR_430",0.00621598136567256
"VIVAX_STR_431",0.0144930291013718
"VIVAX_STR_437",-Inf
"VIVAX_STR_438",-Inf
"VIVAX_STR_439",0.235301235173558
"VIVAX_STR_440",-Inf
"VIVAX_STR_441",-Inf
"VIVAX_STR_442",0.00965706513819401
"VIVAX_STR_443",-Inf
"VIVAX_STR_444",-Inf
"VIVAX_STR_445",-Inf
"VIVAX_STR_447",0.0105896960010998
"VIVAX_STR_450",0.0242301500310696
"VIVAX_STR_452",0.0417251287180689
"VIVAX_STR_453",-Inf
"VIVAX_STR_454",0.00608439334364894
"VIVAX_STR_456",0.0077084410870112
"VIVAX_STR_457",0.0279607269579133
"VIVAX_STR_458",0.0103410011664081
"VIVAX_STR_459",0.00806131587211128
"VIVAX_STR_460",0.0134648738367431
"VIVAX_STR_461",0.0185663800403882
"VIVAX_STR_463",0.00416484713433751
"VIVAX_STR_464",0.00755067062911773
"VIVAX_STR_466",-Inf
"VIVAX_STR_467",0.0179854445361377
"VIVAX_STR_468",0.0072899531026174
"VIVAX_STR_469",0.00105069919438853
"VIVAX_STR_470",-Inf
"VIVAX_STR_473",0.014453477868112
"VIVAX_STR_474",0.0149195277969452
"VIVAX_STR_475",0.00431342854856099
"VIVAX_STR_476",0.01181973209734
"VIVAX_STR_477",0.0168167266906763
"VIVAX_STR_478",-Inf
"VIVAX_STR_479",0.0305514347346149
"VIVAX_STR_480",0.00647740472681113
"VIVAX_STR_481",-Inf
"VIVAX_STR_482",0.00959310750797025
"VIVAX_STR_483",0.00705727364285953
"VIVAX_STR_484",0.00897742818057456
"VIVAX_STR_485",0.0184432178712678
"VIVAX_STR_486",0.0095416050544428
"VIVAX_STR_487",0.0130600516460385
"VIVAX_STR_488",0.0136371705497068
"VIVAX_STR_489",-Inf
"VIVAX_STR_490",0.0105007673895388
"VIVAX_STR_491",0.0121947801716588
"VIVAX_STR_492",0.0117240441386814
"VIVAX_STR_493",-Inf
"VIVAX_STR_494",0.0144297707234584
"VIVAX_STR_495",0.0268625789974009
"VIVAX_STR_496",0.0192981348083111
"VIVAX_STR_497",0.0147360955943071
"VIVAX_STR_498",0.0556466886655294
"VIVAX_STR_501",0.0116279357170045
"VIVAX_STR_503",0.015608743497399
"VIVAX_STR_504",0.0182927812878075
"VIVAX_STR_506",0.0120848175155256
"VIVAX_STR_507",-Inf
"VIVAX_STR_508",0.0186418026308836
"VIVAX_STR_511",0.00704270080125073
"VIVAX_STR_512",0.0105082405055045
"VIVAX_STR_513",0.0235048438282031
"VIVAX_STR_514",-Inf
"VIVAX_STR_515",0.0147916504529235
"VIVAX_STR_517",0.0040016198557176
"VIVAX_STR_518",0.0111307406873673
"VIVAX_STR_520",-Inf
"VIVAX_STR_521",-Inf
"VIVAX_STR_522",-Inf
"VIVAX_STR_523",-Inf
"VIVAX_STR_526",0.0163592884111445
"VIVAX_STR_527",0.0205325503695454
"VIVAX_STR_529",-Inf
"VIVAX_STR_530",0.0150526795785634
"VIVAX_STR_531",0.00650492597355137
"VIVAX_STR_532",-Inf
"VIVAX_STR_533",-Inf
"VIVAX_STR_534",-Inf
"VIVAX_STR_536",0.00700514092856954
"VIVAX_STR_537",0.0149926077743797
"VIVAX_STR_538",0.00553478790447272
"VIVAX_STR_539",0.00576932109758108
"VIVAX_STR_540",0.0195195418975007
"VIVAX_STR_541",-Inf
"VIVAX_STR_544",0.0129651860744298
"VIVAX_STR_547",0.0110667627671203
"VIVAX_STR_548",0.0106189387974574
"VIVAX_STR_549",0.0027824003040824
"VIVAX_STR_550",-Inf
"VIVAX_STR_551",0.00472578059460537
"VIVAX_STR_552",-Inf
"VIVAX_STR_553",-Inf
"VIVAX_STR_554",-Inf
"VIVAX_STR_555",0.0277288368761755
"VIVAX_STR_556",0.0673081004134532
"VIVAX_STR_557",0.0106179626517802
"VIVAX_STR_561",0.00993432852622529
"VIVAX_STR_562",-Inf
"VIVAX_STR_563",-Inf
"VIVAX_STR_564",0.0132196024784743
"VIVAX_STR_565",0.0115221744956553
"VIVAX_STR_568",-Inf
"VIVAX_STR_569",0.0108081277120395
"VIVAX_STR_570",-Inf
"VIVAX_STR_575",0.0113898459523335
"VIVAX_STR_578",0.0158388991711596
"VIVAX_STR_579",-Inf
"VIVAX_STR_580",-Inf
"VIVAX_STR_582",0.0160156230227626
"VIVAX_STR_585",-Inf
"VIVAX_STR_586",0.0400296322756075
"VIVAX_STR_588",0.0131128662277839
"VIVAX_STR_591",0.0172413793103448
"VIVAX_STR_593",0.0137880382472155
"VIVAX_STR_594",0.059568396826745
"VIVAX_STR_596",0.0131534730973384
"VIVAX_STR_597",0.00839446517174188
"VIVAX_STR_598",0.0485364110101496
"VIVAX_STR_599",0.00540594175245161
"VIVAX_STR_600",0.0104389913270932
"VIVAX_STR_601",-Inf
"VIVAX_STR_602",0.0114227634695362
"VIVAX_STR_603",0.0147206062914568
"VIVAX_STR_605",-Inf
"VIVAX_STR_606",0.0425531914893617
"VIVAX_STR_607",-Inf
"VIVAX_STR_608",0.0412891678484269
"VIVAX_STR_611",0.0108629425233063
"VIVAX_STR_614",0.0162323971996459
"VIVAX_STR_617",0.0225994736487532
"VIVAX_STR_618",0.0194929437498103
"VIVAX_STR_622",0.0282952419272508
"VIVAX_STR_623",-Inf
"VIVAX_STR_624",0.0185006610059047
"VIVAX_STR_625",0.0376058437987169
"VIVAX_STR_626",0.013887343192257
"VIVAX_STR_627",0.0160535613191961
"VIVAX_STR_628",0.0147859625004773
"VIVAX_STR_629",0.0332846422339754
"VIVAX_STR_630",0.00505816681602278
"VIVAX_STR_631",-Inf
"VIVAX_STR_633",0.0270079059325388
"VIVAX_STR_634",0.00526506002149507
"VIVAX_STR_635",0.00434782587311254
"VIVAX_STR_638",-Inf
"VIVAX_STR_639",0.0061658963869379
"VIVAX_STR_640",0.0107868461551865
"VIVAX_STR_641",0.0101995654622998
"VIVAX_STR_642",-Inf
"VIVAX_STR_643",0.0161454747303305
"VIVAX_STR_645",0.0219870070530196
"VIVAX_STR_647",-Inf
"VIVAX_STR_648",-Inf
"VIVAX_STR_649",0.0204568435871777
"VIVAX_STR_650",0.0168427481770202
"VIVAX_STR_651",0.0262845897232822
"VIVAX_STR_652",-Inf
"VIVAX_STR_653",0.0234433037830495
"VIVAX_STR_655",-Inf
"VIVAX_STR_656",-Inf
"VIVAX_STR_657",0.0385084885958813
"VIVAX_STR_658",0.0216847920389051
"VIVAX_STR_659",0.0140693914505805
"VIVAX_STR_661",0.0379237792435076
"VIVAX_STR_662",-Inf
"VIVAX_STR_665",0.0232527050173372
"VIVAX_STR_666",0.00385780961047348
"VIVAX_STR_670",-Inf
"VIVAX_STR_672",-Inf
"VIVAX_STR_673",-Inf
"VIVAX_STR_675",-Inf
"VIVAX_STR_676",0.0151568595843701
"VIVAX_STR_680",0.0236275478855555
"VIVAX_STR_683",0.00890138418364222
"VIVAX_STR_684",-Inf
"VIVAX_STR_685",-Inf
"VIVAX_STR_686",-Inf
"VIVAX_STR_687",-Inf
"VIVAX_STR_688",0.0172413793103448
"VIVAX_STR_690",0.0110730981821809
"VIVAX_STR_691",0.00909038836063696
"VIVAX_STR_694",0.00694447720676542
"VIVAX_STR_696",-Inf
"VIVAX_STR_698",0.0161537003947579
"VIVAX_STR_699",-Inf
"VIVAX_STR_705",-Inf
"VIVAX_STR_706",0.0101259579156188
"VIVAX_STR_707",-Inf
"VIVAX_STR_708",-Inf
"VIVAX_STR_711",0.0198657402948569
"VIVAX_STR_712",-Inf
"VIVAX_STR_713",-Inf
"VIVAX_STR_715",0.0122585587547279
"VIVAX_STR_716",0.0488732943880995
"VIVAX_STR_717",0.013349722351905
"VIVAX_STR_718",-Inf
"VIVAX_STR_719",-Inf
"VIVAX_STR_722",0.0173933816527798
"VIVAX_STR_723",-Inf
"VIVAX_STR_724",0.0253821005752859
"VIVAX_STR_725",-Inf
"VIVAX_STR_726",0.0168427481770202
"VIVAX_STR_727",0.0136325215940879
"VIVAX_STR_730",-Inf
"VIVAX_STR_731",-Inf
"VIVAX_STR_732",-Inf
"VIVAX_STR_733",0.00540844244674614
"VIVAX_STR_737",0.0114580979711558
"VIVAX_STR_738",0.0152948471680871
"VIVAX_STR_741",0.0122060204080164
"VIVAX_STR_742",0.0165036565735639
"VIVAX_STR_743",-Inf
"VIVAX_STR_744",-Inf
"VIVAX_STR_745",-Inf
"VIVAX_STR_746",0.00811482441580724
"VIVAX_STR_748",-Inf
"VIVAX_STR_749",-Inf
"VIVAX_STR_750",0.00623040171039544
"VIVAX_STR_751",0.0125174745851177
"VIVAX_STR_752",0.0248049969376547
"VIVAX_STR_754",0.0164487793961321
"VIVAX_STR_755",0.0121795637769389
"VIVAX_STR_757",-Inf
"VIVAX_STR_758",0.0218622144864127
"VIVAX_STR_760",0.0222371183302624
"VIVAX_STR_761",-Inf
"VIVAX_STR_764",-Inf
"VIVAX_STR_766",-Inf
"VIVAX_STR_767",-Inf
"VIVAX_STR_768",-Inf
"VIVAX_STR_770",-Inf
"VIVAX_STR_771",0.0173643961438053
"VIVAX_STR_772",0.0117796959862603
"VIVAX_STR_774",0.0143783257002846
"VIVAX_STR_775",0.0122116362468554
"VIVAX_STR_776",-Inf
"VIVAX_STR_777",0.0112929500167154
"VIVAX_STR_778",0.00335418418142815
"VIVAX_STR_783",-Inf
"VIVAX_STR_784",-Inf
"VIVAX_STR_786",0.00377782875170839
"VIVAX_STR_787",0.0183188189666896
"VIVAX_STR_788",-Inf
"VIVAX_STR_789",0.0376495643845639
"VIVAX_STR_791",-Inf
"VIVAX_STR_792",-Inf
"VIVAX_STR_793",-Inf
"VIVAX_STR_796",0.0285635547478506
"VIVAX_STR_800",0.0246308788150384
"VIVAX_STR_801",0.0116033330831019
"VIVAX_STR_802",-Inf
"VIVAX_STR_804",0.00045559383809334
"VIVAX_STR_806",0.0261249790834492
"VIVAX_STR_808",-Inf
"VIVAX_STR_809",-Inf
"VIVAX_STR_810",0.0104968820296705
"VIVAX_STR_811",-Inf
"VIVAX_STR_812",-Inf
"VIVAX_STR_813",0.0257123601041165
"VIVAX_STR_815",0.0269304794740603
"VIVAX_STR_816",0.0353439757507778
"VIVAX_STR_819",0.0126952837403273
"VIVAX_STR_820",0.0213363538401171
"VIVAX_STR_821",-Inf
"VIVAX_STR_822",0.0346139903267868
"VIVAX_STR_825",-Inf
"VIVAX_STR_826",-Inf
"VIVAX_STR_827",0.0122205506525073
"VIVAX_STR_828",0.010306775020917
"VIVAX_STR_829",0.00996452473204851
"VIVAX_STR_831",0.00696324034374657
"VIVAX_STR_833",-Inf
"VIVAX_STR_834",0.02473916856064
"VIVAX_STR_838",-Inf
"VIVAX_STR_839",-Inf
"VIVAX_STR_840",-Inf
"VIVAX_STR_843",0.0121150672550666
"VIVAX_STR_844",0.0243064122869542
"VIVAX_STR_845",0.0161454747303305
"VIVAX_STR_846",0.011159522894073
"VIVAX_STR_847",0.0359885647362057
"VIVAX_STR_848",0.0143798264469389
"VIVAX_STR_849",0.0416433614265428
"VIVAX_STR_850",0.00983512302376512
"VIVAX_STR_851",-Inf
"VIVAX_STR_852",-Inf
"VIVAX_STR_858",0.00650426342371848
"VIVAX_STR_860",0.00401828691411795
"VIVAX_STR_861",-Inf
"VIVAX_STR_862",0.0161096589568514
"VIVAX_STR_865",0.0178658204654992
