"Sample","PC2"
"ERR018932",5.42275468813215
"ERR021981",10.6168064560163
"ERR021982",15.2111271617485
"ERR022864",-250.448683660535
"ERR022866",8.34885518845087
"ERR023040",16.7119656308264
"ERR023161",11.1383407447619
"ERR027119",15.6690610911102
"ERR039234",8.59375157968407
"ERR111713",35.1643848982853
"ERR111714",28.9555159088568
"ERR111719",23.9729113062265
"ERR111721",26.866159788105
"ERR111722",28.4742898900401
"ERR111725",30.3526821844029
"ERR111727",27.2947690589519
"ERR111728",35.2282527212886
"ERR111729",16.0192062743467
"ERR152408",6.07521433624129
"ERR152415",-73.6875663440096
"ERR175552",-249.523371971341
"ERR211549",16.0812677088001
"ERR216477",12.1272671351371
"ERR216554",6.92741873798698
"ERR337538",10.7396401801182
"ERR337597",29.1315742596398
"ERR337599",30.9504385649352
"ERR337600",32.7415425715519
"ERR337601",29.0579454622078
"ERR337603",29.4950846500945
"ERR337604",32.4372718961442
"ERR337606",30.5310600521166
"ERR337607",34.2996457748334
"ERR337610",30.5238111100189
"ERR337618",35.8959300239191
"ERR337619",25.5310977087153
"ERR337622",24.3360430187938
"ERR337626",35.0445985417166
"ERR337628",31.0710253418574
"ERR337630",-193.607654574481
"ERR386535",9.11559509499375
"ERR386537",12.961431350739
"ERR386539",13.5146870016088
"ERR386541",13.9015732047033
"ERR386542",15.4918673132794
"ERR388742",15.0508175535544
"ERR426015",12.9765197071332
"ERR527337",-89.6478081002844
"ERR527338",40.0439949187419
"ERR527340",28.4435383774479
"ERR527341",27.5437850681284
"ERR527343",29.2502769040059
"ERR527344",28.0221886195114
"ERR527345",29.8780145869979
"ERR527346",28.1047691147928
"ERR527352",25.2610835811486
"ERR527355",27.9035993376804
"ERR527362",30.9618744744092
"ERR527363",-91.05377980515
"ERR527364",27.8330600272704
"ERR527366",24.4517139512924
"ERR527367",28.7725316745548
"ERR527368",29.4152628066922
"ERR527369",29.2948829227576
"ERR527370",31.1580528666813
"ERR527372",27.788794831047
"ERR527373",-238.570140099497
"ERR527375",29.1780758378938
"ERR527376",32.1026773988929
"ERR527378",27.0052833670613
"ERR527380",31.4649750506736
"ERR527382",29.8844523644006
"ERR527384",32.4054133224547
"ERR527385",31.8145106877307
"ERR527450",-306.337035325981
"ERR527453",-233.133157273905
"ERR527467",-241.777634680571
"ERR586226",-17.6731998170561
"SRR1562513",5.46965245714275
"SRR1562516",27.5886720043852
"SRR1562518",6.10302326066488
"SRR1562519",6.10101740812601
"SRR1562521",5.74815684659915
"SRR1562522",6.27565886294706
"SRR1562524",6.18591561492111
"SRR1562525",5.98973470978174
"SRR1562526",5.07645013717407
"SRR1562534",5.26028992479387
"SRR1562538",5.32270307238542
"SRR1562567",6.09674717107196
"SRR1562614",6.5159437390504
"SRR1562616",29.7442503451978
"SRR1562624",5.37257034571646
"SRR1562671",26.0190896349108
"SRR1562672",-275.835166205879
"SRR1562818",7.00118024146313
"SRR1562840",5.28659607941195
"SRR1562845",28.5646589895933
"SRR1562870",6.2024910414311
"SRR1562871",6.85171940931326
"SRR1562958",7.17844980701331
"SRR1562965",4.63915653752206
"SRR1562967",4.87971192860928
"SRR1562968",5.79775215925399
"SRR1562970",27.5545428793345
"SRR1562971",7.42776048233903
"SRR1562972",4.8923557114126
"SRR1562974",21.9834366667696
"SRR1562975",7.40269981850533
"SRR1564529",33.7222040296938
"SRR1564547",27.2471701082981
"SRR1564577",28.1434705889149
"SRR1564630",5.36908111053088
"SRR1564660",6.61870723505104
"SRR1564665",6.69767433732498
"SRR1564670",7.36464859242692
"SRR1567977",6.23917734242889
"SRR1568013",33.3106687705907
"SRR1568077",6.17999305469435
"SRR1568103",26.9702850035714
"SRR1568110",4.99340152755289
"SRR1568112",6.3802081359197
"SRR1568114",27.5537339930744
"SRR1568117",6.8797008913261
"SRR1568118",6.06026964159846
"SRR1568122",4.01065173823465
"SRR1568123",4.56399318761075
"SRR1568126",4.49558702813356
"SRR1568127",3.41243513141182
"SRR1568128",6.09357874535906
"SRR1568149",6.74832191729286
"SRR1568153",6.80765312067194
"SRR1568154",37.76942656435
"SRR1568155",7.14053403511412
"SRR1568158",5.96185378392524
"SRR1568160",6.65707393553501
"SRR1568162",5.63890186877452
"SRR1568163",1.97524560528959
"SRR1568166",5.31187350256363
"SRR1568169",6.00203985066612
"SRR1568171",6.08627461545908
"SRR1568174",6.28381677845173
"SRR1568177",-314.757403214643
"SRR1568178",3.52088168884867
"SRR1568180",26.0059504847047
"SRR1568181",5.29198226577716
"SRR1568183",6.46149203243949
"SRR1568186",26.2367954462601
"SRR1568191",3.00732936094539
"SRR1568192",4.1487275186825
"SRR1568195",6.29062751772734
"SRR1568196",5.9179364988706
"SRR1568201",3.89735160484074
"SRR1568204",25.0375065258946
"SRR1568205",26.7864066894725
"SRR1568206",5.87273887533155
"SRR1568207",7.42466123211004
"SRR1568208",23.0796881837782
"SRR1568211",6.37056685680152
"SRR1568213",6.42390070805145
"SRR1568216",5.04114448487076
"SRR1568218",5.44693546175212
"SRR1568219",5.76063289423855
"SRR1568221",6.25537715894056
"SRR1568223",4.25934809416114
"SRR1568225",5.98050681662298
"SRR1568227",7.10968393093359
"SRR1568229",29.4505086445246
"SRR1568230",6.39037642875673
"SRR1568231",6.16598008174081
"SRR1568235",5.95547744625039
"SRR1568236",4.72898337762022
"SRR1568787",-11.7901472842542
"SRR1573226",6.26719202371611
