"Sample","PC4"
"ERR018932",-0.279622301012305
"ERR021981",-17.6696984728065
"ERR021982",-43.5229400261174
"ERR022864",10.9419716793056
"ERR022866",-17.2900531122051
"ERR023040",-37.2362646605152
"ERR023161",-23.4035538869324
"ERR027119",-336.930917150927
"ERR039234",-14.1469104033123
"ERR111713",35.434430672818
"ERR111714",23.2490665023029
"ERR111719",14.9405321506597
"ERR111721",17.199100485857
"ERR111722",23.4018291683955
"ERR111725",24.1456389334532
"ERR111727",15.1529358062904
"ERR111728",34.3026352914183
"ERR111729",-340.452817068028
"ERR152408",-36.5042788590969
"ERR152415",-6.40788220567617
"ERR175552",8.98064349113065
"ERR211549",-340.288970199535
"ERR216477",-45.9962179402854
"ERR216554",-26.2648595670253
"ERR337538",-30.0489020484339
"ERR337597",17.2951450080256
"ERR337599",28.2431717810755
"ERR337600",24.1371044555591
"ERR337601",19.3247637561711
"ERR337603",23.5541316060657
"ERR337604",31.8833963540749
"ERR337606",23.4010004033709
"ERR337607",33.0009968088171
"ERR337610",26.2783386210438
"ERR337618",40.4056661789374
"ERR337619",21.858979354343
"ERR337622",21.407499404045
"ERR337626",25.5311500496771
"ERR337628",20.0654969904122
"ERR337630",1.36581139096744
"ERR386535",-22.3872431392059
"ERR386537",-29.2566227632355
"ERR386539",-29.0618720068223
"ERR386541",-31.6207784146893
"ERR386542",-32.717770821047
"ERR388742",-31.2516429038647
"ERR426015",-34.9570845191015
"ERR527337",-9.7138753497389
"ERR527338",43.5353472113292
"ERR527340",21.6593101668747
"ERR527341",9.31564783413602
"ERR527343",16.4689551990654
"ERR527344",20.0504464699598
"ERR527345",10.9234020105012
"ERR527346",26.0689906049425
"ERR527352",10.9387714469823
"ERR527355",22.2267447666903
"ERR527362",22.6991817543058
"ERR527363",-12.577650721424
"ERR527364",17.2951638564865
"ERR527366",15.7160927167423
"ERR527367",20.6560824230652
"ERR527368",17.8559473926726
"ERR527369",21.4467139904409
"ERR527370",24.1544804535805
"ERR527372",17.1983100986194
"ERR527373",8.86216639502579
"ERR527375",21.2786671992977
"ERR527376",15.0209727734107
"ERR527378",17.6170114867139
"ERR527380",23.6410370510374
"ERR527382",25.1723236138205
"ERR527384",29.7361214072786
"ERR527385",23.0722389461523
"ERR527450",13.1553396365111
"ERR527453",10.2599797851779
"ERR527467",10.2249756703028
"ERR586226",-19.8825022955803
"SRR1562513",-3.03932568555233
"SRR1562516",20.4837000883077
"SRR1562518",-2.14183459997824
"SRR1562519",-2.60819348635737
"SRR1562521",-2.62197686443488
"SRR1562522",3.64936987630867
"SRR1562524",-1.44949317804574
"SRR1562525",-2.47998449350991
"SRR1562526",2.47718061055088
"SRR1562534",-3.1023252112021
"SRR1562538",-3.14294825574823
"SRR1562567",-2.05796867803958
"SRR1562614",-3.15180184469324
"SRR1562616",26.145125007536
"SRR1562624",-3.24620174189125
"SRR1562671",8.58158616953396
"SRR1562672",14.1086791483882
"SRR1562818",-1.62801441615706
"SRR1562840",2.97960353601258
"SRR1562845",18.6173894688538
"SRR1562870",-1.47484868315451
"SRR1562871",-2.72572234520763
"SRR1562958",-2.13375565273232
"SRR1562965",-2.25131462258604
"SRR1562967",-0.92113110350241
"SRR1562968",3.80069890195473
"SRR1562970",21.8290069410219
"SRR1562971",-2.40695699804937
"SRR1562972",-3.19013422961254
"SRR1562974",10.9371951433338
"SRR1562975",-1.61660522089282
"SRR1564529",32.5915401859964
"SRR1564547",26.9341785146536
"SRR1564577",89.2788747715347
"SRR1564630",-3.18733988795767
"SRR1564660",-1.57716177849566
"SRR1564665",-1.89117433195614
"SRR1564670",-2.29801627110619
"SRR1567977",-2.27377127565065
"SRR1568013",82.8510432862965
"SRR1568077",3.47668143669967
"SRR1568103",12.4576368462394
"SRR1568110",3.63313893686788
"SRR1568112",-1.76376741662327
"SRR1568114",25.3169303420707
"SRR1568117",-3.0032223717394
"SRR1568118",-2.52173480676312
"SRR1568122",-2.8373173574523
"SRR1568123",-3.33142102907478
"SRR1568126",3.72082489028799
"SRR1568127",-0.324372640583531
"SRR1568128",-1.92717217486045
"SRR1568149",-3.16385620520201
"SRR1568153",3.29545130073548
"SRR1568154",39.5076609571984
"SRR1568155",-3.09955436002471
"SRR1568158",3.89243576907525
"SRR1568160",-2.72373945121002
"SRR1568162",-1.82109271905254
"SRR1568163",-2.89598226032243
"SRR1568166",-3.30142763247358
"SRR1568169",-2.09152547168409
"SRR1568171",-1.02549571658331
"SRR1568174",-3.08101973064554
"SRR1568177",22.426711211284
"SRR1568178",-3.27573170048984
"SRR1568180",11.6912614200273
"SRR1568181",2.93012653780141
"SRR1568183",-2.13667792884967
"SRR1568186",21.2593062066663
"SRR1568191",-3.1208867806646
"SRR1568192",-0.16498593863452
"SRR1568195",-3.18714044218897
"SRR1568196",-1.66497281052413
"SRR1568201",-1.16709917366092
"SRR1568204",18.3554683208054
"SRR1568205",12.9672193169405
"SRR1568206",-1.13514111435054
"SRR1568207",-2.28605632655098
"SRR1568208",15.1149152722506
"SRR1568211",-1.61790365898427
"SRR1568213",-2.36220461443867
"SRR1568216",-3.22945799962992
"SRR1568218",4.20006897498195
"SRR1568219",3.25293892373006
"SRR1568221",-1.71530024567658
"SRR1568223",-0.0762459169923034
"SRR1568225",3.96845621863453
"SRR1568227",-3.05610995814809
"SRR1568229",25.1949705467933
"SRR1568230",-1.63159358014034
"SRR1568231",3.37824143976781
"SRR1568235",-1.76841706754277
"SRR1568236",-2.0814511001043
"SRR1568787",-2.30744065181237
"SRR1573226",-1.67102517751729
