"Sample","PC10"
"ERR018932",1.60490959885915
"ERR021981",-32.8284424811253
"ERR021982",-404.886542541698
"ERR022864",-6.67714956503282
"ERR022866",-28.6998223724637
"ERR023040",-55.8612071571974
"ERR023161",-33.7847545997812
"ERR027119",62.0340227147099
"ERR039234",-23.9014783788599
"ERR111713",99.4338136580705
"ERR111714",7.99806852385175
"ERR111719",10.9099136791774
"ERR111721",5.49068590735171
"ERR111722",19.1241346219971
"ERR111725",16.5358105008377
"ERR111727",9.87153539990748
"ERR111728",45.6452227912433
"ERR111729",62.8440776806326
"ERR152408",-50.9676015094874
"ERR152415",-19.3272465074552
"ERR175552",-1.89436849365784
"ERR211549",62.9991723997501
"ERR216477",-61.6621062137593
"ERR216554",-50.2313567546189
"ERR337538",-52.7477699126061
"ERR337597",9.5823092147824
"ERR337599",19.229921376536
"ERR337600",21.7933480264944
"ERR337601",12.7975454973178
"ERR337603",26.82408955786
"ERR337604",26.1963371653223
"ERR337606",40.6054798259695
"ERR337607",60.6250880726442
"ERR337610",22.9464045503518
"ERR337618",76.9792678914945
"ERR337619",16.7969177529473
"ERR337622",7.69386461686927
"ERR337626",10.4696978839805
"ERR337628",15.6181568958347
"ERR337630",-23.0019905986099
"ERR386535",-42.5389072243256
"ERR386537",-48.5375191918604
"ERR386539",-55.9653935579508
"ERR386541",-46.062350236303
"ERR386542",-47.0257205167868
"ERR388742",-64.5984871683246
"ERR426015",-54.2025049064428
"ERR527337",-28.888562393089
"ERR527338",-177.18144474979
"ERR527340",12.6611534729741
"ERR527341",3.48432761474087
"ERR527343",6.94051287248291
"ERR527344",17.6359257111639
"ERR527345",25.6615090183134
"ERR527346",28.234266922664
"ERR527352",-0.153698570780256
"ERR527355",8.93667675718054
"ERR527362",27.0671529727049
"ERR527363",-39.7000921787845
"ERR527364",9.21463625446558
"ERR527366",10.1475373801718
"ERR527367",18.1303794648145
"ERR527368",11.822839494808
"ERR527369",21.3387868161875
"ERR527370",22.2649896815592
"ERR527372",7.72148595682952
"ERR527373",143.979033605816
"ERR527375",17.4160297620656
"ERR527376",6.79304105243685
"ERR527378",6.65667464132019
"ERR527380",15.1491863834274
"ERR527382",16.5153444380307
"ERR527384",39.0009776516849
"ERR527385",9.30767258438515
"ERR527450",-43.6289938824212
"ERR527453",0.0491789900399083
"ERR527467",-3.7148147212304
"ERR586226",-30.9487500779
"SRR1562513",-0.850019568489149
"SRR1562516",19.8285339165549
"SRR1562518",0.42066567738305
"SRR1562519",-0.144152430677504
"SRR1562521",0.123815400958916
"SRR1562522",0.250836615893061
"SRR1562524",0.121005164518812
"SRR1562525",0.0507001371060173
"SRR1562526",1.04682783464476
"SRR1562534",0.874640827135697
"SRR1562538",-0.184374812491184
"SRR1562567",0.638016367849926
"SRR1562614",-1.28183083189628
"SRR1562616",56.8924417433811
"SRR1562624",-0.345679357812115
"SRR1562671",-3.55740417738181
"SRR1562672",3.4029036161439
"SRR1562818",-1.22047425944465
"SRR1562840",0.413364681992179
"SRR1562845",7.4891043809918
"SRR1562870",0.180347121431028
"SRR1562871",1.10269631952052
"SRR1562958",1.74741816178203
"SRR1562965",-1.13235522578069
"SRR1562967",-0.72303380785814
"SRR1562968",0.206357521966095
"SRR1562970",47.9099913151799
"SRR1562971",-2.19947666150488
"SRR1562972",-1.43733149452931
"SRR1562974",13.0273158580214
"SRR1562975",-0.310404097607513
"SRR1564529",68.7910267594253
"SRR1564547",25.3899791910572
"SRR1564577",-21.2693922293348
"SRR1564630",-0.234933171031288
"SRR1564660",-0.424082385879045
"SRR1564665",-0.571216296690805
"SRR1564670",-2.1232579853859
"SRR1567977",0.0175057468118849
"SRR1568013",-18.2443760713902
"SRR1568077",0.26874548737132
"SRR1568103",15.4919752752775
"SRR1568110",0.824267266029343
"SRR1568112",-0.212068952783397
"SRR1568114",19.3017923841612
"SRR1568117",0.410426243607808
"SRR1568118",0.294614579426427
"SRR1568122",0.115624110743804
"SRR1568123",-0.649830892861613
"SRR1568126",0.755727651153032
"SRR1568127",-0.0370847584801579
"SRR1568128",-0.117888120749384
"SRR1568149",1.3236219634294
"SRR1568153",0.594986766861103
"SRR1568154",-31.6017781656939
"SRR1568155",-1.8939933141425
"SRR1568158",0.52371577382131
"SRR1568160",-0.396384087183392
"SRR1568162",0.242711927705836
"SRR1568163",-1.3795574397717
"SRR1568166",-5.40940540924644
"SRR1568169",-0.238609514089893
"SRR1568171",-0.993166948940805
"SRR1568174",1.29242851920471
"SRR1568177",34.0967810887083
"SRR1568178",-5.50724503438544
"SRR1568180",12.0794003617094
"SRR1568181",0.418244910279703
"SRR1568183",-0.753622386378816
"SRR1568186",-0.515637476827926
"SRR1568191",-5.40406248174697
"SRR1568192",0.922520151356095
"SRR1568195",-0.166260027220421
"SRR1568196",1.14048402378351
"SRR1568201",0.654989573985187
"SRR1568204",20.0617168470538
"SRR1568205",-0.0639083448786609
"SRR1568206",1.05704698127038
"SRR1568207",-2.07752670443042
"SRR1568208",-1.65135012431483
"SRR1568211",1.38726092256511
"SRR1568213",-1.0174350153661
"SRR1568216",-5.30770609749862
"SRR1568218",0.500206538617683
"SRR1568219",0.637185255069625
"SRR1568221",0.192504067663283
"SRR1568223",0.337717276733844
"SRR1568225",0.522704572666391
"SRR1568227",-1.91556696101109
"SRR1568229",31.1887130335648
"SRR1568230",-0.644688902781277
"SRR1568231",0.427556682256173
"SRR1568235",-0.167468851761798
"SRR1568236",-0.923102377334871
"SRR1568787",-0.523915743880425
"SRR1573226",-0.32814443966232
