"Sample","PC3"
"ERR018932",-27.3145005940277
"ERR021981",1.83594495047341
"ERR021982",6.32188979531649
"ERR022864",1.44989023012716
"ERR022866",1.43646201333637
"ERR023040",0.738760870498688
"ERR023161",3.78693267305921
"ERR027119",11.5229732463267
"ERR039234",2.82287857152016
"ERR111713",-3.66522160570034
"ERR111714",-0.510895412687787
"ERR111719",-0.164477155351163
"ERR111721",0.451790687808786
"ERR111722",3.67390870207207
"ERR111725",-0.728228249580708
"ERR111727",-2.17074839956093
"ERR111728",2.65767030963674
"ERR111729",11.5917348759242
"ERR152408",2.21210949528281
"ERR152415",0.113196592899683
"ERR175552",1.17980522204097
"ERR211549",11.6859942925508
"ERR216477",3.07702824147932
"ERR216554",1.28209967338273
"ERR337538",4.09415978587327
"ERR337597",0.383294020480925
"ERR337599",-1.1071767572487
"ERR337600",-0.261573017792131
"ERR337601",-0.285452581215103
"ERR337603",-0.132164400048952
"ERR337604",0.384376366026287
"ERR337606",0.297957142822025
"ERR337607",0.25816899021088
"ERR337610",0.876375942607639
"ERR337618",-1.30920112146493
"ERR337619",0.10139463652346
"ERR337622",-3.41608722485726
"ERR337626",2.66398922618554
"ERR337628",2.55294345072336
"ERR337630",-1.03913360967531
"ERR386535",2.03667489212735
"ERR386537",2.31390916435961
"ERR386539",2.75117213840028
"ERR386541",2.32606435168178
"ERR386542",4.11221427472436
"ERR388742",3.11185462448148
"ERR426015",0.117125485952858
"ERR527337",1.60121729986681
"ERR527338",0.372880904594933
"ERR527340",-1.30704207154509
"ERR527341",0.960894555718046
"ERR527343",0.91149844779462
"ERR527344",1.09722296676969
"ERR527345",3.41951914918584
"ERR527346",0.786923382751925
"ERR527352",0.0788341267938327
"ERR527355",0.318490871426415
"ERR527362",2.37920218359242
"ERR527363",1.27252868226651
"ERR527364",0.0530518595628612
"ERR527366",-2.48098883602704
"ERR527367",0.671372954560625
"ERR527368",0.298698226765666
"ERR527369",2.00721296469078
"ERR527370",0.620020830787995
"ERR527372",-2.88767009597956
"ERR527373",-1.03828720287043
"ERR527375",0.73898584528959
"ERR527376",-0.0720027849794469
"ERR527378",-0.123404899373371
"ERR527380",-0.289116556531811
"ERR527382",-0.339427275346057
"ERR527384",1.15447783276161
"ERR527385",0.339759788713021
"ERR527450",0.773539948841789
"ERR527453",0.927737562867251
"ERR527467",1.71233405481292
"ERR586226",-0.681039550014894
"SRR1562513",-58.5572345385916
"SRR1562516",-1.20218731960075
"SRR1562518",-21.641893523917
"SRR1562519",-56.6746082849471
"SRR1562521",-44.7106403657561
"SRR1562522",166.565076574748
"SRR1562524",-20.2558442777813
"SRR1562525",-53.6158273040452
"SRR1562526",107.282081487607
"SRR1562534",-59.3481106712276
"SRR1562538",-91.035931691605
"SRR1562567",-50.2352101242863
"SRR1562614",-67.1850921480578
"SRR1562616",2.15543304951586
"SRR1562624",-91.3253000941814
"SRR1562671",0.714557437955273
"SRR1562672",-0.362333798478029
"SRR1562818",-19.465226495209
"SRR1562840",138.351087740941
"SRR1562845",-2.9572174218981
"SRR1562870",-20.2804321328526
"SRR1562871",-39.5413420015218
"SRR1562958",-41.1901108909179
"SRR1562965",-18.8029949369977
"SRR1562967",-11.9135394735138
"SRR1562968",167.506807784457
"SRR1562970",1.93465193604208
"SRR1562971",-29.2997876382032
"SRR1562972",-66.5485334701977
"SRR1562974",-1.08825398304076
"SRR1562975",-21.568550547836
"SRR1564529",-2.86037627895949
"SRR1564547",-2.53502716431088
"SRR1564577",-3.2129746448304
"SRR1564630",-91.4133019826376
"SRR1564660",-21.1078775585879
"SRR1564665",-18.4377983540383
"SRR1564670",-29.5585677527223
"SRR1567977",-20.3748074737292
"SRR1568013",-2.59796365255338
"SRR1568077",155.425061139647
"SRR1568103",1.9947415890176
"SRR1568110",136.99940556763
"SRR1568112",-21.1800220156549
"SRR1568114",0.779505075673422
"SRR1568117",-65.1863811423189
"SRR1568118",-18.7539161446295
"SRR1568122",-53.9184320788188
"SRR1568123",-58.1744884746207
"SRR1568126",148.91684617371
"SRR1568127",2.59396210503161
"SRR1568128",-20.1064557342788
"SRR1568149",-40.9694372921675
"SRR1568153",169.552430279351
"SRR1568154",2.13134739567491
"SRR1568155",-24.8209253919069
"SRR1568158",178.570988229893
"SRR1568160",-23.9113754637555
"SRR1568162",-39.754384304159
"SRR1568163",-64.7481399486264
"SRR1568166",-38.6244004942609
"SRR1568169",-22.552086425049
"SRR1568171",-19.540487496414
"SRR1568174",-40.5826899138277
"SRR1568177",3.0621031798648
"SRR1568178",-38.5616274082361
"SRR1568180",2.69063007490936
"SRR1568181",138.47612272423
"SRR1568183",-55.315153985601
"SRR1568186",0.562765256599945
"SRR1568191",-38.4172569569463
"SRR1568192",-36.7507096197063
"SRR1568195",-56.917407906275
"SRR1568196",-37.002957618611
"SRR1568201",5.85024459535142
"SRR1568204",-0.353526659919732
"SRR1568205",0.526340094855119
"SRR1568206",-43.1071900109856
"SRR1568207",-29.3837940459045
"SRR1568208",0.390048362306407
"SRR1568211",-43.5158947405984
"SRR1568213",-22.4359561176809
"SRR1568216",-38.7784890097697
"SRR1568218",167.356750016111
"SRR1568219",146.943224233011
"SRR1568221",-18.7141751189683
"SRR1568223",8.27982431521892
"SRR1568225",178.381392728967
"SRR1568227",-24.8830098706469
"SRR1568229",0.590498286955805
"SRR1568230",-18.2696076607206
"SRR1568231",163.130199760128
"SRR1568235",-19.3380420760847
"SRR1568236",-10.2735687146755
"SRR1568787",-80.882138697979
"SRR1573226",-18.4804106342148
