"Sample","PC5"
"ERR018932",0.353341382470668
"ERR021981",-6.14353492220671
"ERR021982",-12.2180151331367
"ERR022864",0.0143024429087226
"ERR022866",-5.66760548845354
"ERR023040",-5.93740312390118
"ERR023161",-8.57242632474367
"ERR027119",55.8531528334015
"ERR039234",-3.81316615258348
"ERR111713",-19.2253955739986
"ERR111714",-7.09761542893018
"ERR111719",-0.509972874548234
"ERR111721",-7.36146115012462
"ERR111722",-9.18097857222853
"ERR111725",-14.7214662604119
"ERR111727",-8.02591244534095
"ERR111728",-24.7218441830151
"ERR111729",56.5194997755288
"ERR152408",-8.38798670007534
"ERR152415",-3.05478998822294
"ERR175552",0.151226976653318
"ERR211549",56.5110797363404
"ERR216477",-6.38139036733283
"ERR216554",-8.64379382427243
"ERR337538",-6.97039246318611
"ERR337597",-11.3231017815003
"ERR337599",-14.3299588844899
"ERR337600",-12.9058974489095
"ERR337601",-8.30022892602866
"ERR337603",-12.4537565075414
"ERR337604",-17.4968978278809
"ERR337606",-16.3086039407566
"ERR337607",-30.6409418523206
"ERR337610",-17.9490005578182
"ERR337618",-32.4715819194222
"ERR337619",-13.3259751746513
"ERR337622",0.0921965660851512
"ERR337626",-19.6202592847845
"ERR337628",-7.29890956716667
"ERR337630",-2.8656390167
"ERR386535",-5.3323186698165
"ERR386537",-9.52867912771446
"ERR386539",-7.14360012756608
"ERR386541",-7.58447611312131
"ERR386542",-7.8953198626026
"ERR388742",-12.8741569794672
"ERR426015",-11.1046395603049
"ERR527337",-7.11866662526116
"ERR527338",-61.9410137159383
"ERR527340",-15.3621650338685
"ERR527341",-4.95328487993334
"ERR527343",-12.0642254628373
"ERR527344",-15.5290975544961
"ERR527345",-13.185473584321
"ERR527346",-15.3448383217675
"ERR527352",-8.2405109310203
"ERR527355",-11.0924739434594
"ERR527362",-14.9668649770566
"ERR527363",-9.94490202369655
"ERR527364",-8.13459879108703
"ERR527366",1.99622387507046
"ERR527367",-1.98305842367733
"ERR527368",-10.6474195459788
"ERR527369",-12.8340580108019
"ERR527370",-14.8300704256787
"ERR527372",-12.0520524622197
"ERR527373",-10.7234174377341
"ERR527375",-13.8268522718262
"ERR527376",-7.92655097081719
"ERR527378",-11.040485735501
"ERR527380",-12.4472011324906
"ERR527382",-13.602508969692
"ERR527384",-21.4696560687455
"ERR527385",-12.2462003649326
"ERR527450",9.38377504095928
"ERR527453",-0.429188927950218
"ERR527467",3.11368597659617
"ERR586226",-5.5725375407405
"SRR1562513",-0.126661874348281
"SRR1562516",9.2209245499561
"SRR1562518",-3.47962615413518
"SRR1562519",0.321489562248943
"SRR1562521",0.488280327606546
"SRR1562522",0.441540860790417
"SRR1562524",-3.1623567380972
"SRR1562525",-0.164331747236314
"SRR1562526",-0.559409754263434
"SRR1562534",-0.72865121595348
"SRR1562538",1.86185724863698
"SRR1562567",-0.799981088758652
"SRR1562614",-0.137999495450795
"SRR1562616",-13.8398478542176
"SRR1562624",1.87715412589971
"SRR1562671",-17.7824801777605
"SRR1562672",0.336919398921564
"SRR1562818",-3.87603171434328
"SRR1562840",-0.0235959311661079
"SRR1562845",-14.4472503616327
"SRR1562870",-4.37092406436806
"SRR1562871",2.05526940832213
"SRR1562958",1.94936430191067
"SRR1562965",-2.05144836746834
"SRR1562967",-0.92725526555507
"SRR1562968",0.147724684838636
"SRR1562970",-15.0419295570059
"SRR1562971",-5.5265643218535
"SRR1562972",-0.141053826619134
"SRR1562974",-6.77124529575632
"SRR1562975",-4.72472795402991
"SRR1564529",15.6826631318797
"SRR1564547",11.038875799521
"SRR1564577",434.657651530082
"SRR1564630",1.948820051964
"SRR1564660",-4.97133602033441
"SRR1564665",-3.17271941935909
"SRR1564670",-5.54050897770286
"SRR1567977",-4.16092508117474
"SRR1568013",398.264014523399
"SRR1568077",0.0957459264156125
"SRR1568103",-16.5117123929451
"SRR1568110",-0.329035162609511
"SRR1568112",-4.61733743839429
"SRR1568114",8.90049495986445
"SRR1568117",-1.18829488257344
"SRR1568118",-3.53014238259317
"SRR1568122",0.662654489927601
"SRR1568123",-0.10658948123581
"SRR1568126",0.804472563262768
"SRR1568127",-1.05983241478473
"SRR1568128",-2.79746116507817
"SRR1568149",1.28801779580424
"SRR1568153",0.183857187418621
"SRR1568154",-33.7789365350898
"SRR1568155",-4.82296950168192
"SRR1568158",0.12192408820601
"SRR1568160",-4.30891299206708
"SRR1568162",0.256015552998662
"SRR1568163",0.583043772815569
"SRR1568166",0.272367698460507
"SRR1568169",-3.25712697355061
"SRR1568171",-3.61260661667472
"SRR1568174",1.35976550208275
"SRR1568177",10.2100397746261
"SRR1568178",0.48276688981444
"SRR1568180",-12.7431384879257
"SRR1568181",0.000716829852573382
"SRR1568183",0.641521573009055
"SRR1568186",-16.7652281426683
"SRR1568191",0.867196110531256
"SRR1568192",2.56707363765744
"SRR1568195",-0.127349653686282
"SRR1568196",0.660392216308724
"SRR1568201",-0.787970504259473
"SRR1568204",8.76533878220489
"SRR1568205",-16.7434396678339
"SRR1568206",0.955085363941
"SRR1568207",-5.52311830644762
"SRR1568208",-13.6639318092876
"SRR1568211",0.855791283648233
"SRR1568213",-2.25288980019806
"SRR1568216",0.210803488114056
"SRR1568218",0.501643861067246
"SRR1568219",0.0429717853599559
"SRR1568221",-3.82982350377904
"SRR1568223",-1.61796135291702
"SRR1568225",0.140696143846436
"SRR1568227",-4.70235605933765
"SRR1568229",-17.8600959825317
"SRR1568230",-3.23374194483013
"SRR1568231",0.482412738002082
"SRR1568235",-3.96928009750895
"SRR1568236",-0.206815146011542
"SRR1568787",3.3764180787732
"SRR1573226",-4.19483330809289
