"Sample","PC9"
"ERR018932",-0.728530325875631
"ERR021981",-15.3621078743221
"ERR021982",-121.059105380929
"ERR022864",-8.00039643100322
"ERR022866",-11.8926490609443
"ERR023040",-24.249415822198
"ERR023161",-15.0789174394821
"ERR027119",37.0620057602891
"ERR039234",-10.7202840075339
"ERR111713",-27.8274237935601
"ERR111714",-7.09780571286959
"ERR111719",-3.42779942602663
"ERR111721",9.44289054402221
"ERR111722",0.33607803005729
"ERR111725",3.91844481169028
"ERR111727",-7.65055303035493
"ERR111728",12.3912949064581
"ERR111729",37.6036980623651
"ERR152408",-24.2635155718245
"ERR152415",-2.72130970885705
"ERR175552",3.88817775936151
"ERR211549",37.5480027471189
"ERR216477",-31.4692392808378
"ERR216554",-23.607825474698
"ERR337538",-23.7307666441385
"ERR337597",-5.54406987138986
"ERR337599",1.59730727131106
"ERR337600",-4.29679491621776
"ERR337601",-14.7446050475262
"ERR337603",-13.7879472139568
"ERR337604",-6.41621013696711
"ERR337606",-5.36368172206617
"ERR337607",-14.033284000561
"ERR337610",-5.22775521767696
"ERR337618",12.79177624504
"ERR337619",0.742928964766297
"ERR337622",-9.62997624571651
"ERR337626",-14.2840967250546
"ERR337628",-12.127494103152
"ERR337630",14.3771418555019
"ERR386535",-18.3845909632881
"ERR386537",-19.8855671485048
"ERR386539",-18.1774605193138
"ERR386541",-22.488731335938
"ERR386542",-21.6604317826884
"ERR388742",-30.3375576007424
"ERR426015",-26.8051773627442
"ERR527337",7.12357823277535
"ERR527338",442.874405131627
"ERR527340",11.267152176601
"ERR527341",-6.44598817680905
"ERR527343",1.62200931831805
"ERR527344",-6.34851511055982
"ERR527345",-17.1520961694752
"ERR527346",-8.91610779121231
"ERR527352",-3.99100229451541
"ERR527355",-9.13816816969944
"ERR527362",-7.0297169549648
"ERR527363",5.92682842216116
"ERR527364",-4.96652961560572
"ERR527366",-10.9607158289762
"ERR527367",-11.305863568813
"ERR527368",-15.3934872558984
"ERR527369",-1.42686609919076
"ERR527370",-12.0888098610353
"ERR527372",-3.70636644550507
"ERR527373",200.132695817027
"ERR527375",-10.9717693869484
"ERR527376",-5.91809738687785
"ERR527378",-4.96646932259861
"ERR527380",-13.3429324057131
"ERR527382",0.42945637938258
"ERR527384",6.27643284055875
"ERR527385",-12.3648239802116
"ERR527450",-15.126621361255
"ERR527453",-4.37653243827395
"ERR527467",-5.21736304318636
"ERR586226",-10.9801895347529
"SRR1562513",-1.07513643714787
"SRR1562516",-2.64195308824358
"SRR1562518",4.32290145243682
"SRR1562519",-0.586642516534599
"SRR1562521",-0.578977732995752
"SRR1562522",-0.20178034562753
"SRR1562524",1.72183808670182
"SRR1562525",-0.70878077911187
"SRR1562526",-0.443355377763505
"SRR1562534",-1.89932170436247
"SRR1562538",-4.18953129994498
"SRR1562567",-1.7223957670782
"SRR1562614",0.0627903639496277
"SRR1562616",-21.5090907148048
"SRR1562624",-4.17496690507038
"SRR1562671",-20.9108709034258
"SRR1562672",-0.840798967928998
"SRR1562818",2.59528995913427
"SRR1562840",-0.083680395494138
"SRR1562845",-5.81974788918351
"SRR1562870",3.16904860276674
"SRR1562871",-2.15327776530395
"SRR1562958",-2.26740173501799
"SRR1562965",2.21294585319052
"SRR1562967",-0.0420912664521097
"SRR1562968",-0.247478820880959
"SRR1562970",-19.1539534343853
"SRR1562971",2.56559967038748
"SRR1562972",0.101186929943937
"SRR1562974",-15.0776349746142
"SRR1562975",3.73374371511175
"SRR1564529",-33.7274179427562
"SRR1564547",-8.50318334073261
"SRR1564577",30.1919013474096
"SRR1564630",-3.96523071247631
"SRR1564660",3.9345525478101
"SRR1564665",2.88364188553473
"SRR1564670",2.58912778449603
"SRR1567977",4.01863453928282
"SRR1568013",27.1630786917045
"SRR1568077",-0.190645333682591
"SRR1568103",-26.2397319588279
"SRR1568110",0.398912020345631
"SRR1568112",4.21575692834262
