"Sample","PC6"
"ERR018932",-12.2939972524174
"ERR021981",0.505607281010434
"ERR021982",1.61605260504699
"ERR022864",0.885439336014108
"ERR022866",-0.689202377647933
"ERR023040",-1.22021364240353
"ERR023161",-0.303624073774404
"ERR027119",0.173346934157781
"ERR039234",-1.38876005886263
"ERR111713",1.90660763338412
"ERR111714",-1.24446740380443
"ERR111719",4.0878783138183
"ERR111721",-2.29554541654894
"ERR111722",-2.19133524515003
"ERR111725",-0.193636908115516
"ERR111727",1.08894572201636
"ERR111728",-4.85558925273229
"ERR111729",0.219119699928905
"ERR152408",-0.97327780337891
"ERR152415",0.171348147379065
"ERR175552",3.0947739454144
"ERR211549",0.164344477980975
"ERR216477",-3.15133687423372
"ERR216554",-2.678419700287
"ERR337538",-0.459529490753658
"ERR337597",-1.92039355728927
"ERR337599",-0.281915909610214
"ERR337600",0.028350712668869
"ERR337601",1.22831826636736
"ERR337603",-0.781078632219347
"ERR337604",-1.95406566481339
"ERR337606",-1.3497381671979
"ERR337607",0.424708053305004
"ERR337610",-1.83570794419952
"ERR337618",-1.76096027330513
"ERR337619",0.749113662979571
"ERR337622",-0.229669250192504
"ERR337626",-6.47369408182169
"ERR337628",-3.40172058249472
"ERR337630",-0.996817665047275
"ERR386535",-1.90501911379601
"ERR386537",-0.596986267855444
"ERR386539",-1.0368803427563
"ERR386541",-0.969528390688544
"ERR386542",-1.08683147881597
"ERR388742",3.11038538095015
"ERR426015",-3.27035159698623
"ERR527337",0.0693255973388698
"ERR527338",-11.5658273817739
"ERR527340",-0.458987383723445
"ERR527341",3.55985902681521
"ERR527343",-1.70251028367729
"ERR527344",-0.39504369464795
"ERR527345",3.43119257568368
"ERR527346",-0.0279505398554769
"ERR527352",-0.363984350004466
"ERR527355",-1.93329263284133
"ERR527362",1.1809775137887
"ERR527363",-0.727857671301391
"ERR527364",-2.01333239815257
"ERR527366",-0.0373819942752771
"ERR527367",0.662855851404553
"ERR527368",3.52295387849673
